filename,mmol/g_working_capacity,selectivity
DB5-hypotheticalMOF_5076633_1_0_2_27_1_2,0.641195,27.57093
DB12-DADLIG_clean,1.750761,129.942485
DB0-m3_o2_o5_f0_pcu.sym.7,0.321211,4.513625
DB0-m3_o24_o27_f0_pcu.sym.15,0.474629,13.43882
DB0-m3_o10_o27_f0_pcu.sym.57,0.752655,31.064665
DB0-m3_o22_o143_f0_fsc.sym.40,1.981591,139.044555
DB12-OPENUT_freeONLY,0.723094,79.44406
DB0-m2_o10_o23_f0_pcu.sym.25,0.692829,51.09972
DB0-m23_o149_o58_f0_pcu,1.406287,51.605275
DB12-XALDAQ_freeONLY,0.900459,90.890945
DB0-m2_o11_o19_f0_pcu.sym.81,0.359653,10.11918
DB0-m18_o5_o27_f0_pcu,0.277241,3.111395
DB15-pcu_N123_E218_unopt,1.509716,29.341905
DB0-m2_o1_o15_f0_pcu.sym.12,1.118256,133.50269
DB0-m23_o11_o17_f0_pcu,4.821204,274.10651
DB15-qzd_N29_E123_opt,0.182371,3.03553
DB0-m3_o510_o22_f0_fsc.sym.30,1.877723,118.193985
DB12-RUWXEN_freeONLY,1.328542,197.16133
DB12-ATICEL_clean,0.300394,14.154175
DB5-hypotheticalMOF_5070211_0_0_2_3_3_4,0.860254,44.59444
DB12-NACYUM_freeONLY,1.299883,228.66587
DB13-tbo-Syn048366,0.206619,3.02274
DB0-m2_o24_o25_f0_pcu.sym.119,0.92649,45.54044
DB12-EXEQAA_freeONLY,2.124594,98.63666
DB0-m2_o12_o27_f0_pcu.sym.22,0.150399,2.5576
DB5-hypotheticalMOF_12104_1_1_0_5_1_3,0.769883,78.98996
DB5-hypotheticalMOF_5047011_1_1_1_19_24_6,1.284849,43.698305
DB0-m3_o16_o22_f0_pcu.sym.122,2.22484,137.82024
DB5-hypotheticalMOF_19317_0_0_1_24_2_14,1.47506,47.310215
DB5-hypotheticalMOF_5033662_1_0_1_12_9_5,0.446079,13.395235
DB12-RUSWIN_clean,1.727773,181.921645
DB12-QOJYEV_clean,0.664763,66.66833
DB12-PUPXII_clean,0.341868,8.51998
DB0-m3_o22_o143_f0_fsc.sym.16,2.89148,173.351345
DB5-hypotheticalMOF_5060130_1_0_2_12_11_8,0.196941,3.06904
DB5-hypotheticalMOF_5070443_0_0_2_3_16_7,2.312527,65.925585
DB0-m3_o1490_o158_f0_fsc.sym.22,2.487068,111.80111
DB12-DEJCEB_clean,2.120337,312.42435
DB12-DANROC_clean,1.377969,127.891735
DB0-m2_o11_o12_f0_pcu.sym.81,0.277403,7.476325
DB12-GAKBAX_clean,0.71427,58.967825
DB0-m3_o22_o27_f0_pcu.sym.17,0.190473,5.779795
DB12-MOCJEU_clean,0.7643,5.49096
DB0-m3_o24_o151_f0_fsc.sym.18,0.427244,12.833535
DB12-NALWOO_clean,1.186716,66.460155
DB12-NUNCEG_clean,4.605118,202.415605
DB6-cuf_7772,0.250765,2.20669
DB0-m3_o10_o11_f0_pcu.sym.109,0.90291,46.93103
DB0-m3_o12_o24_f0_pcu.sym.7,0.233212,6.545015
DB12-FIRNUR_clean,1.662519,51.997845
DB12-AJIGIL_clean,1.398206,49.294325
DB0-m2_o13_o24_f0_pcu.sym.23,0.319227,6.813715
DB0-m3_o22_o79_f0_fsc.sym.5,1.672389,199.90096
DB12-BEXRUT_freeONLY,1.750372,163.409405
DB12-XALMII_clean,0.614084,28.86709
DB0-m3_o14_o20_f0_pcu.sym.13,0.381168,5.62035
DB0-m3_o10_o20_f0_pcu.sym.2,0.224354,4.709245
DB7-ddmof_22947,0.17094,3.597295
DB0-m3_o152_o155_f0_fsc.sym.8,2.729529,97.11098
DB5-hypotheticalMOF_5043190_2_0_1_20_24_4,0.185101,1.974905
DB0-m2_o11_o27_f0_pcu.sym.83,0.510078,12.77141
DB0-m3_o11_o27_f0_pcu.sym.17,0.294435,4.47716
DB0-m3_o530_o22_f0_fsc.sym.23,1.853731,97.0289
DB12-LUCDES_clean,1.232024,49.946855
DB7-ddmof_22113,0.106409,1.62699
DB0-m3_o530_o14_f0_fsc.sym.36,3.335029,145.38856
DB6-cuf_4785,0.350598,3.512955
DB0-m2_o11_o17_f0_pcu.sym.23,0.345314,8.24731
DB5-hypotheticalMOF_5066650_1_0_2_25_25_8,0.173227,1.662065
DB12-BAKJOO_clean,1.723814,66.44474
DB12-QOCRUW_clean,2.610907,163.555355
DB0-m2_o13_o22_f0_pcu.sym.96,0.418013,18.27718
DB12-NAWKII_clean,3.905228,304.83654
DB1-Cu2O8N2-irmof14_A-TED_A_No12,2.317402,71.001365
DB12-RICHIV_clean,0.987948,21.118025
DB0-m18_o19_o147_f0_pcu,0.209716,3.208235
DB12-QADBII_freeONLY,1.078666,222.264535
DB12-TAKHAR_clean,0.598566,33.24938
DB0-m2_o6_o23_f0_pcu.sym.88,0.328381,5.48653
DB0-m3_o24_o1520_f0_fsc.sym.2,1.415494,77.04026
DB0-m2_o11_o22_f0_pcu.sym.21,0.394147,9.00461
DB0-m3_o7_o22_f0_pcu.sym.21,0.165259,1.854355
DB5-hypotheticalMOF_5010200_1_0_0_11_11_8,0.187005,2.762455
DB0-m3_o22_o26_f0_pcu.sym.53,0.645031,16.327395
DB1-Cu2O8-BTC_A-irmof7_A_No18,1.294025,44.61537
DB0-m2_o12_o13_f0_pcu.sym.64,0.638826,83.78674
DB12-IDIXAU_freeONLY,0.706697,35.487715
DB12-QOSJEP_clean,1.713636,42.533175
DB0-m3_o27_o27_f0_pcu.sym.79,0.149663,1.031275
DB12-XALDEU_clean,1.535954,124.37555
DB0-m3_o155_o45_f0_fsc.sym.13,1.239689,35.696015
DB0-m15_o22_o137_f0_fsc,2.771223,131.595885
DB0-m2_o22_o27_f0_pcu.sym.18,0.18532,4.655035
DB1-Cu2O8N2-irmof20_A-irmof6_A_No118,1.057511,52.45789
DB7-ddmof_4151,0.345033,46.90738
DB0-m9_o1_o2_f0_sra.sym.8,1.524136,91.286155
DB5-hypotheticalMOF_5059991_0_0_2_12_10_13,1.123359,49.404005
DB0-m23_o27_o58_f0_pcu,0.588913,16.99883
DB5-hypotheticalMOF_5047822_1_0_1_19_16_5,0.525227,7.5196
DB7-ddmof_22188,0.329457,5.36416
DB0-m3_o8_o22_f0_pcu.sym.143,0.2887,3.803075
DB0-m2_o24_o25_f0_pcu.sym.84,0.439148,10.27693
DB12-WASPAK_clean,1.533241,71.023
DB0-m3_o540_o158_f0_fsc.sym.12,1.015342,35.97859
DB12-DIBPAH_clean,3.161206,164.83048
DB0-m3_o14_o27_f0_pcu.sym.79,0.363009,14.323515
DB0-m2_o12_o21_f0_pcu.sym.97,0.215823,2.44535
DB0-m3_o24_o26_f0_pcu.sym.8,0.288541,7.61521
DB12-UXEQOE_clean,0.317149,309.05057
DB5-hypotheticalMOF_5040232_0_0_1_15_5_4,1.775019,79.714975
DB12-HOVJIN_clean,0.323449,62.05621
DB0-m3_o7_o25_f0_pcu.sym.90,0.176668,1.562615
DB0-m15_o27_o31_jea,0.226505,0.914015
DB0-m2_o11_o22_f0_pcu.sym.61,0.578106,22.18637
DB0-m3_o7_o9_f0_pcu.sym.8,0.321327,4.60176
DB0-m3_o81_o22_f0_fsc.sym.5,2.853154,215.41375
DB12-QALNEW_clean,0.15122,46.706315
DB0-m3_o22_o26_f0_pcu.sym.13,0.771468,28.22258
DB12-YUMYUC_clean,1.870409,126.022795
DB1-Zn2O8N2-ADC_A-DPAC_A_No1717,1.90714,39.438935
DB12-XALCUJ_freeONLY,1.078448,102.026955
DB7-ddmof_23504,0.138217,2.167115
DB0-m3_o24_o1500_f0_fsc.sym.19,0.53151,24.345525
DB12-WEHJIE_clean,2.108304,78.153065
DB12-AWEJIW_freeONLY,0.971276,118.24028
DB0-m2_o12_o18_f0_pcu.sym.72,0.630267,15.46999
DB0-m2_o10_o19_f0_pcu.sym.2,0.271414,5.87861
DB5-hypotheticalMOF_5058835_0_0_2_12_9_14,0.860128,26.84324
DB0-m3_o24_o109_f0_fsc.sym.34,2.348106,189.066705
DB0-m2_o13_o25_f0_pcu.sym.27,0.213458,3.719835
DB0-m3_o24_o440_f0_fsc.sym.42,0.972573,31.106245
DB6-cuf_2029,0.207001,2.49761
DB0-m2_o17_o29_f0_pcu.sym.63,0.340656,3.5362
DB12-ATULIM_freeONLY,0.91057,230.79337
DB0-m2_o11_o21_f0_pcu.sym.76,0.225253,3.719435
DB0-m3_o11_o19_f0_pcu.sym.98,0.402283,10.67731
DB7-ddmof_15654,0.351161,6.96389
DB0-m9_o2_o20_f0_sra.sym.92,0.995016,61.41534
DB0-m2_o22_o25_f0_pcu.sym.90,0.541445,9.586405
DB0-m2_o8_o21_f0_pcu.sym.84,0.091477,1.192235
DB13-dia-Syn039339,0.591449,11.66552
DB0-m2_o18_o25_f0_pcu.sym.56,0.57855,6.912815
DB0-m2_o12_o28_f0_pcu.sym.49,0.457511,11.98533
DB12-DILXED_freeONLY,0.115007,14.87826
DB0-m2_o14_o16_f0_pcu.sym.49,1.69518,69.419375
DB12-GIYTAK_freeONLY,1.069636,73.70898
DB12-EGATEM_freeONLY,1.525261,76.805685
DB0-m3_o7_o9_f0_pcu.sym.68,0.474247,7.16339
DB0-m23_o18_o150_f0_pcu,1.657801,179.557035
DB0-m2_o17_o21_f0_pcu.sym.22,0.222239,2.60711
DB0-m23_o6_o152_f0_pcu,0.26967,4.262055
DB1-Zn2O8N2-irmof8_A-TePM_No468,4.523466,159.338285
DB7-ddmof_388,0.316494,6.05872
DB0-m2_o11_o20_f0_pcu.sym.9,0.201746,2.09977
DB5-hypotheticalMOF_5047622_0_0_1_6_14_11,0.597053,11.473415
DB5-hypotheticalMOF_5004998_2_2_0_6_14_2,1.074349,60.903645
DB5-hypotheticalMOF_5011479_2_2_0_20_2_0,0.141039,8.11206
DB12-VIGRIO_clean,0.215111,5.22658
DB12-WAYKAK_freeONLY,1.795393,170.310135
DB5-hypotheticalMOF_22770_0_0_1_0_11_12,1.701869,87.782235
DB12-WOJZOM_clean,3.018096,196.269595
DB0-m2_o12_o13_f0_pcu.sym.24,0.354156,6.69556
DB12-RUGGUX_clean,2.154374,121.97534
DB12-ACOLOV_clean,2.251305,84.98565
DB5-hypotheticalMOF_5073450_1_0_2_19_3_2,0.240494,4.426935
DB15-msw_N144_E37_opt,1.627822,42.114325
DB0-m3_o22_o151_f0_fsc.sym.7,0.90142,39.97176
DB12-GAMXAV_clean,1.132401,51.54517
DB12-TETZEZ_freeONLY,1.022449,46.303985
DB0-m3_o45_o14_f0_fsc.sym.52,1.732026,121.38572
DB0-m23_o5_o29_f0_pcu,4.022746,205.55547
DB0-m2_o6_o7_f0_nbo.sym.116,0.191937,0.908405
DB0-m3_o7_o23_f0_pcu.sym.103,0.336916,6.87241
DB5-hypotheticalMOF_5044584_0_0_1_3_7_4,1.778207,103.61073
DB1-Zn2O8N2-BDC_A-irmof10_A_No140,0.515403,11.06498
DB0-m2_o10_o16_f0_pcu.sym.31,1.945315,94.476585
DB0-m3_o10_o11_f0_pcu.sym.54,0.502348,19.32975
DB0-m2_o2_o26_f0_pcu.sym.89,0.495937,5.333245
DB12-FIRNOL_clean,2.62355,90.562115
DB0-m2_o3_o24_f0_pcu.sym.57,0.307267,5.072715
DB0-m3_o24_o153_f0_fsc.sym.90,2.444279,95.382385
DB0-m3_o4_o45_f0_fsc.sym.18,1.221388,75.544995
DB13-nbo-Syn031501,0.593721,30.25612
DB0-m2_o3_o20_f0_pcu.sym.6,0.21117,1.896445
DB12-TOBJUR_clean,1.324052,27.30313
DB12-ECEDAU_clean,0.794388,207.22164
DB6-cuf_2695,0.221095,2.429465
DB5-hypotheticalMOF_5062312_1_0_2_18_11_7,0.181923,1.784935
DB5-hypotheticalMOF_5018503_1_0_0_19_22_8,0.244892,2.566375
DB12-PEWFII_clean,0.556963,64.78675
DB5-hypotheticalMOF_5045187_0_0_1_3_11_4,0.351545,11.368855
DB12-XINZEB_clean,1.345393,451.00158
DB0-m2_o22_o23_f0_pcu.sym.25,0.590674,20.150955
DB12-SEYDUW_clean,0.292859,81.79563
DB0-m3_o99_o22_f0_fsc.sym.38,1.246742,96.09191
DB0-m3_o42_o159_f0_fsc.sym.30,1.697166,62.350725
DB0-m3_o3_o22_f0_pcu.sym.19,0.172244,2.9867
DB12-SOTXAC_clean,3.036197,98.21963
DB5-hypotheticalMOF_5049807_0_0_1_23_13_14,0.84344,31.899875
DB0-m2_o14_o24_f0_pcu.sym.21,0.98579,53.91749
DB0-m3_o11_o24_f0_pcu,0.520209,14.459035
DB5-hypotheticalMOF_5043519_1_1_1_20_13_2,0.454659,66.2677
DB12-POLNAG_freeONLY,0.865157,81.57072
DB0-m2_o6_o13_f0_pcu,0.162397,2.81008
DB0-m2_o24_o28_f0_pcu.sym.27,0.921912,45.04081
DB12-ic400853r_si_002_freeONLY,1.669816,348.100225
DB5-hypotheticalMOF_5038038_1_0_1_18_16_6,0.401015,5.094485
DB12-TUTZOX_clean,0.086351,5.56323
DB0-m3_o22_o25_f0_pcu.sym.104,0.690144,27.607075
DB5-hypotheticalMOF_33123_0_0_2_0_24_5,0.418255,8.178715
DB0-m3_o10_o21_f0_pcu.sym.74,0.64572,19.792315
DB0-m2_o8_o12_f0_pcu.sym.28,0.122917,2.97858
DB0-m2_o22_o22_f0_pcu.sym.1,1.105096,52.856535
DB0-m3_o12_o25_f0_pcu.sym.25,0.183691,5.18312
DB0-m3_o22_o151_f0_fsc.sym.17,0.431383,13.025205
DB0-m3_o3_o21_f0_pcu.sym.15,0.200251,1.721805
DB12-COXQUB_clean,0.299537,13.22286
DB0-m3_o1_o115_f0_fsc.sym.10,1.509381,68.88414
DB12-XUMMUP_clean,0.358174,24.491035
DB0-m3_o24_o1490_f0_fsc.sym.6,1.965277,103.185685
DB0-m3_o99_o22_f0_fsc.sym.23,1.839097,114.288885
DB12-SITTUM_freeONLY,1.254217,168.297805
DB0-m3_o24_o420_f0_fsc.sym.5,1.283839,78.726795
DB5-hypotheticalMOF_6002642_1_1_3_20_12_6,1.811293,166.87469
DB5-hypotheticalMOF_10411_0_0_0_6_26_9,0.519387,7.90971
DB12-EXOTUH_SL,1.913808,75.11169
DB12-ZIMJOW_clean,0.091819,26.45708
DB7-ddmof_22552,0.323454,12.89088
DB5-hypotheticalMOF_3001242_2_0_2_37_36_2,0.194265,0.54642
DB12-CAWGAJ_clean,1.078903,116.90423
DB12-DEPXIG_clean,3.301108,267.53316
DB12-RAVDUP_clean,0.667629,25.776925
DB5-hypotheticalMOF_28225_2_1_2_21_9_3,0.220954,11.51316
DB12-KETSEI_freeONLY,0.578458,208.292585
DB0-m2_o12_o20_f0_pcu.sym.88,0.222922,2.962665
DB5-hypotheticalMOF_5069853_1_0_2_3_25_8,0.337947,6.416995
DB15-qtz-x_N65_E66_opt,1.793732,26.381375
DB7-ddmof_3930,0.20753,4.0122
DB14-vapfup_P1_H,0.110385,179.67638
DB0-m2_o22_o25_f0_pcu.sym.10,0.277448,8.167455
DB0-m2_o22_o25_f0_pcu.sym.116,0.803069,35.09935
DB12-NAHNES_clean,0.409522,16.14305
DB0-m3_o11_o26_f0_pcu.sym.93,0.359313,5.31976
DB0-m2_o22_o28_f0_pcu.sym.68,1.680361,77.62256
DB0-m3_o7_o25_f0_pcu.sym.10,0.251209,2.88146
DB6-cuf_8898,0.28587,3.504665
DB0-m2_o11_o25_f0_pcu.sym.10,0.251471,4.90567
DB12-XADFAL_freeONLY,2.382394,83.76419
DB0-m3_o14_o25_f0_pcu.sym.71,1.015579,36.594525
DB0-m2_o14_o22_f0_pcu.sym.14,2.433988,245.7656
DB12-SEHTEF_clean,5.947236,192.367845
DB12-TUMGOX_clean,0.008861,7.760455
DB14-rulqun_P1_H,2.406422,126.036005
DB7-ddmof_21898,0.313119,1.666335
DB12-MURCAD_clean,3.254636,250.82794
DB12-OVIZID_clean,1.97981,299.8801
DB12-QIWDOR_freeONLY,0.420323,1047.70127
DB6-cuf_10097,0.115207,0.994455
DB0-m1_o32_o1_rna,0.501904,5.692575
DB12-DEJRUH_clean,2.485231,150.151345
DB12-CELKEL_clean,0.845047,379.92497
DB12-PAMHIW_freeONLY,3.09052,137.9935
DB15-rob_N123_E182_opt,0.880668,20.35285
DB0-m2_o22_o27_f0_pcu.sym.43,0.439961,13.990255
DB0-m2_o22_o146_f0_fsc,2.114944,81.65376
DB12-QUSRON_clean,0.339051,12.719375
DB0-m2_o24_o28_f0_pcu.sym.9,0.636914,16.647285
DB0-m3_o1480_o6_f0_fsc.sym.88,2.226351,81.69138
DB7-ddmof_22206,0.286361,1.62441
DB12-EVEGIV_freeONLY,1.001736,193.241375
DB0-m3_o115_o22_f0_fsc.sym.25,2.050016,68.134935
DB0-m3_o8_o15_f0_pcu.sym.22,0.244798,3.22798
DB0-m3_o16_o28_f0_pcu.sym.103,0.497782,12.03318
DB12-UXIQOJ_clean,1.132574,55.231915
DB0-m3_o12_o21_f0_pcu.sym.58,0.289707,3.91894
DB12-REZVAU_clean,3.608572,211.61699
DB0-m3_o7_o19_f0_pcu.sym.17,0.105562,1.096705
DB5-hypotheticalMOF_33264_0_0_2_0_11_10,1.344389,74.95036
DB0-m3_o11_o28_f0_pcu.sym.67,0.865259,28.47883
DB7-ddmof_3017,0.357457,8.62093
DB15-pcu_N139_E147_opt,1.398811,33.312365
DB0-m18_o14_o137_f0_fsc,3.329422,136.387465
DB12-DITJIB_clean,0.256243,3.89874
DB0-m3_o12_o29_f0_pcu.sym.19,0.392871,5.16389
DB0-m2_o18_o23_f0_pcu.sym.63,0.653123,10.652395
DB12-SOJGOO_clean,2.212943,206.65536
DB0-m2_o13_o13_f0_pcu.sym.29,1.127858,42.912535
DB1-Zn2O8N2-AZO_A-pmof1_A_No7,0.422033,6.549625
DB0-m1_o22_o25_f0_pcu,0.145985,2.742895
DB5-hypotheticalMOF_20600_1_0_1_10_9_2,0.519488,16.52309
DB12-AZAFIS_freeONLY,1.233783,145.86478
DB5-hypotheticalMOF_1000810_0_0_3_4_25_6,1.550455,87.64078
DB0-m3_o152_o22_f0_fsc.sym.76,2.902048,152.673075
DB12-XENMOU_SL,0.693984,233.516265
DB13-dia-Syn038606,0.474099,6.14736
DB0-m3_o1510_o22_f0_fsc.sym.53,1.408092,59.47422
DB0-m3_o24_o47_f0_fsc.sym.71,2.034037,121.35421
DB0-m3_o12_o21_f0_pcu.sym.18,0.366965,6.97287
DB12-BUCVAY_clean,1.18731,168.54883
DB5-hypotheticalMOF_5064578_0_0_2_15_1_5,0.860317,28.506915
DB0-m2_o14_o16_f0_pcu.sym.12,1.493161,61.30389
DB5-hypotheticalMOF_5068136_1_1_2_20_24_2,0.735345,22.80548
DB0-m3_o24_o90_f0_fsc.sym.7,1.334148,76.051055
DB0-m2_o11_o11_f0_pcu.sym.16,0.20196,3.589905
DB0-m3_o10_o25_f0_pcu.sym.49,0.629577,25.3132
DB12-NIVWIY_clean,0.14914,21.38551
DB0-m3_o112_o22_f0_fsc.sym.5,2.143709,217.386725
DB0-m3_o153_o22_f0_fsc.sym.20,2.023363,105.470365
DB12-MUSCIN_clean,1.82337,79.316995
DB0-m3_o24_o28_f0_pcu.sym.73,0.543511,14.882305
DB0-m18_o11_o3_f0_pcu,0.216811,2.07077
DB0-m3_o112_o22_f0_fsc.sym.27,0.13358,271.45489
DB0-m3_o7_o24_f0_pcu.sym.14,0.13777,2.19817
DB0-m2_o11_o24_f0_pcu.sym.14,0.465022,14.638685
DB5-hypotheticalMOF_5015967_1_0_0_3_8_0,0.15299,1.49714
DB0-m2_o16_o27_f0_pcu.sym.106,1.357002,55.590555
DB0-m3_o2_o23_f0_pcu.sym.10,0.59802,15.436275
DB0-m3_o14_o24_f0_pcu.sym.75,2.657225,172.894915
DB6-cuf_7200,0.244674,2.304455
DB5-hypotheticalMOF_5062285_1_0_2_18_11_2,0.150354,2.481335
DB12-IBOZIK_clean,1.201963,53.433095
DB0-m3_o24_o510_f0_fsc.sym.41,0.885489,30.75373
DB12-NEFTUP_freeONLY,0.04776,1.595765
DB0-m3_o540_o22_f0_fsc.sym.13,1.868131,75.06559
DB12-HAWWOT_freeONLY,1.717003,203.68289
DB0-m18_o12_o25_f0_pcu,0.216834,1.960805
DB12-VIQQUJ_clean,2.614177,329.029695
DB0-m2_o24_o27_f0_pcu.sym.57,0.343243,7.56324
DB5-hypotheticalMOF_6001251_0_0_3_18_13_11,0.292688,3.70205
DB5-hypotheticalMOF_17356_1_0_1_2_9_3,0.689994,37.037715
DB12-la304204k_si_003_freeONLY,2.51562,118.42051
DB12-TUGFAE_clean,0.041111,0.763965
DB0-m2_o8_o25_f0_pcu.sym.39,0.450413,6.394005
DB0-m23_o29_o29_f0_pcu,0.417868,5.376075
DB12-DUWBEE_clean,3.057575,107.015405
DB0-m3_o24_o82_f0_fsc.sym.24,2.36456,175.677995
DB12-UZIZUZ_clean,2.820384,204.845945
DB0-m3_o480_o4_f0_fsc.sym.17,1.598411,188.91386
DB0-m2_o20_o24_f0_nbo.sym.23,0.089482,0.653485
DB7-ddmof_21843,0.485967,16.54062
DB0-m2_o1_o11_f0_pcu.sym.22,0.514696,16.492005
DB12-WUDTOG_clean,1.36057,93.43541
DB0-m3_o13_o22_f0_pcu.sym.19,0.920389,39.431495
DB15-qtz-x_N65_E70_opt,2.449907,60.18479
DB0-m3_o490_o22_f0_fsc.sym.27,1.380007,144.16008
DB0-m2_o11_o19_f0_pcu.sym.57,0.55845,25.59999
DB12-PARHAS_freeONLY,0.701859,25.782705
DB0-m3_o11_o28_f0_pcu.sym.27,0.448212,8.307955
DB0-m3_o8_o11_f0_pcu.sym.127,0.366922,6.588175
DB0-m23_o22_o153_f0_pcu,1.800917,170.53316
DB0-m2_o10_o23_f0_pcu.sym.7,0.654802,42.732065
DB0-m3_o1530_o158_f0_fsc.sym.25,2.136682,82.877065
DB0-m2_o21_ssd,0.110866,0.66058
DB0-m3_o16_o24_f0_pcu.sym.59,0.800426,20.6586
DB12-GURZID_clean,0.443581,190.159245
DB12-NIYJAI_clean,1.964679,165.45733
DB12-XISPUM01_clean,0.195364,5.40288
DB12-DURDAX_clean,1.606069,44.46628
DB0-m3_o12_o21_f0_pcu.sym.83,0.186202,3.189225
DB1-Cu2O8N2-irmof6_A-irmof8_A_No280,2.167402,88.38325
DB0-m3_o2_o11_f0_pcu.sym.78,0.339779,4.254775
DB5-hypotheticalMOF_5013598_2_0_0_3_9_0,0.19181,1.693045
DB7-ddmof_14258,0.220694,4.72037
DB0-m3_o12_o93_f0_fsc.sym.2,2.497822,153.41452
DB0-m3_o10_o11_f0_pcu.sym.4,0.586433,17.79516
DB1-Cu2O8N2-AZO_A-irmof10_A_No357,4.099318,82.800365
DB15-sxc_N65_E212_opt,2.898699,94.926905
DB12-CIYZUG_clean,0.772626,139.767295
DB12-GOYPER_clean,0.10691,2.12937
DB0-m2_o1_o10_f0_pcu.sym.66,1.269431,76.822165
DB0-m3_o12_o13_f0_pcu.sym.70,0.276354,15.367215
DB5-hypotheticalMOF_5066493_3_0_2_8_21_0,0.182469,1.80189
DB0-m2_o10_o26_f0_pcu.sym.51,1.194668,52.46796
DB0-m3_o147_o21_f0_fsc.sym.9,0.601205,17.80641
DB0-m3_o4_o5_f0_pcu.sym.52,0.846588,41.426295
DB0-m2_o2_o24_f0_pcu.sym.5,0.269927,4.88534
DB12-MOXKAN_freeONLY,1.197721,162.979735
DB0-m3_o17_o153_f0_fsc.sym.19,2.277848,77.55817
DB12-RUFRIV_clean,1.372999,105.336805
DB12-FUVDEH06_clean,0.350168,24.805315
DB12-IFEHUY_freeONLY,0.22389,9.74713
DB0-m3_o11_o29_f0_pcu.sym.5,0.417142,5.44484
DB5-hypotheticalMOF_5036631_1_0_1_18_25_6,0.148137,1.25418
DB0-m3_o12_o21_f0_pcu.sym.113,0.289256,5.064095
DB1-Cu2O8N2-irmof20_A-pmof1_A_No7,0.436414,12.993235
DB0-m2_o22_o26_f0_pcu.sym.47,0.498388,17.71405
DB12-KAXZUG_freeONLY,0.280587,181.445175
DB0-m2_o8_o22_f0_pcu.sym.53,0.75223,47.051675
DB0-m3_o24_o530_f0_fsc.sym.8,2.164231,90.52471
DB0-m3_o16_o25_f0_pcu.sym.86,0.594294,10.65347
DB12-INOVEN_clean,2.986497,90.93872
DB0-m2_o24_o24_f0_pcu,0.307291,9.307855
DB0-m2_o11_o28_f0_pcu.sym.28,0.387634,8.68226
DB12-EKEVAT_freeONLY,0.582553,168.64537
DB15-pcu_N139_E151_opt,3.69047,111.8082
DB0-m3_o24_o115_f0_fsc.sym.6,1.866926,72.528865
DB12-TAJQEC_clean,2.072345,146.804735
DB0-m3_o160_o520_f0_fsc.sym.73,0.955279,22.65882
DB0-m3_o8_o14_f0_pcu.sym.26,0.209829,1.867845
DB7-ddmof_5107,0.15871,2.00082
DB0-m2_o7_o13_f0_pcu.sym.25,0.088969,1.38321
DB1-Zn2O8N2-BDC_A-irmof14_A_No438,1.42392,51.24582
DB15-sxc_N65_E71_opt,3.744637,114.09517
DB7-ddmof_3188,0.80857,39.051635
DB7-ddmof_15405,0.358976,11.599165
DB0-m2_o2_o25_f0_pcu.sym.69,0.190622,2.31079
DB5-hypotheticalMOF_5079358_0_0_2_28_10_8,0.826498,31.91299
DB12-ja302380x_si_003_clean,2.578295,132.28519
DB5-hypotheticalMOF_5066977_0_0_2_8_13_8,1.786271,85.8235
DB12-MAGNEQ04_freeONLY,0.02795,0.83906
DB5-hypotheticalMOF_29173_1_0_2_25_2_3,0.31678,7.75259
DB0-m3_o42_o22_f0_fsc.sym.7,1.392432,93.572975
DB0-m3_o1480_o4_f0_fsc.sym.5,1.951619,156.765665
DB0-m2_o12_o27_f0_pcu.sym.95,0.425129,11.31101
DB0-m3_o1480_o159_f0_fsc.sym.32,2.159276,78.2378
DB7-ddmof_5459,0.264698,3.9423
DB0-m3_o85_o22_f0_fsc.sym.18,1.482738,212.20397
DB0-m3_o12_o24_f0_pcu.sym.109,1.160706,51.54705
DB0-m3_o11_o22_f0_pcu.sym.125,0.426117,9.563035
DB0-m2_o2_o9_f0_pcu.sym.60,0.174925,4.089635
DB12-LEDPIU_clean,1.227311,161.95663
DB0-m3_o8_o21_f0_pcu.sym.88,0.109793,1.435285
DB5-hypotheticalMOF_32188_1_1_2_11_2_4,0.026597,1.904225
DB1-Cu2O8N2-DPAC_A-irmof14_A_No859,0.230263,2.65041
DB0-m2_o22_o26_f0_pcu.sym.5,0.384866,8.026275
DB0-m3_o3_o6_f0_pcu.sym.18,0.159048,1.80426
DB12-QOTZEG_clean,2.39825,232.289145
DB0-m3_o10_o20_f0_pcu.sym.47,0.844112,37.29094
DB0-m18_o22_o151_f0_pcu,0.448491,8.817215
DB0-m3_o11_o25_f0_pcu.sym.68,1.295027,51.26888
DB5-hypotheticalMOF_5036786_3_1_1_18_24_6,0.481697,9.432765
DB12-APAYOH_clean,3.656174,143.90349
DB0-m3_o1510_o22_f0_fsc.sym.24,0.446629,13.75183
DB12-MAYXUG_clean,0.467249,6.71591
DB1-Cu2O8-AZO_A-DABCO_A_No17,2.244773,48.54629
DB0-m2_o12_o13_f0_pcu.sym.48,1.007023,35.470575
DB5-hypotheticalMOF_5045429_0_0_1_3_14_4,1.02331,42.36863
DB12-RUFMUA_clean,0.523577,279.784585
DB12-LAHTUM_clean,3.024219,177.34815
DB0-m3_o540_o22_f0_fsc.sym.24,2.296595,124.020015
DB12-XUGWUS_clean,1.543927,90.653605
DB0-m3_o12_o22_f0_pcu.sym.38,0.558307,24.188115
DB12-MUNDOQ_clean,0.24547,16.042595
DB0-m2_o11_o12_f0_pcu.sym.36,0.30992,5.26033
