filename,mmol/g_working_capacity,selectivity
DB0-m2_o12_o13_f0_pcu.sym.11,0.48564,14.62452
DB15-pcu_N123_E182_opt,2.284798,44.855115
DB12-GAJZEY_clean,0.552202,43.63311
DB5-hypotheticalMOF_5049654_0_0_1_23_11_7,0.425436,7.21749
DB5-hypotheticalMOF_5061204_1_0_2_18_7_9,0.217854,2.519405
DB12-EKIGIQ_clean,0.785542,1026.03904
DB7-ddmof_22015,0.219168,1.752565
DB12-cm0623918si20061006_115210_clean,1.939398,147.12372
DB0-m2_o17_o19_f0_pcu.sym.76,0.244304,9.443735
DB0-m3_o156_o150_f0_fsc.sym.87,2.325599,88.827275
DB0-m3_o153_o22_f0_fsc.sym.55,2.10799,114.24664
DB0-m3_o11_o18_f0_pcu.sym.69,0.717197,18.631665
DB12-CORZIU_clean,0.779465,30.72054
DB12-IKETOI_freeONLY,1.567974,286.65491
DB5-hypotheticalMOF_5064480_2_0_2_24_24_6,0.177957,1.665375
DB12-GUFREF_freeONLY,1.751052,147.0232
DB0-m2_o12_o19_f0_pcu.sym.83,0.384226,11.375255
DB12-MOMJIJ_clean,0.300399,3.008445
DB0-m2_o27_o27_f0_pcu.sym.83,0.273078,2.08307
DB0-m3_o520_o22_f0_fsc.sym.32,0.800222,36.32189
DB0-m2_o24_o28_f0_pcu.sym.92,0.914491,38.85881
DB0-m2_o10_o19_f0_pcu.sym.34,0.310277,9.510595
DB0-m2_o22_o29_f0_pcu.sym.19,0.738714,12.974755
DB5-hypotheticalMOF_5074397_0_0_2_23_1_6,1.698816,63.297325
DB0-m3_o82_o22_f0_fsc.sym.18,2.236739,253.531905
DB0-m3_o12_o24_f0_pcu.sym.54,0.220963,7.68758
DB5-hypotheticalMOF_17348_1_0_1_2_9_2,0.902747,44.407705
DB0-m3_o510_o14_f0_fsc.sym.7,2.028186,107.38523
DB0-m2_o18_o22_f0_pcu.sym.128,1.497565,59.01898
DB15-pcu_N65_E43_opt,2.943486,53.741845
DB0-m3_o16_o28_f0_pcu.sym.10,0.433014,7.942385
DB0-m23_o6_o11_f0_pcu,1.62084,58.382345
DB5-hypotheticalMOF_5073927_0_0_2_23_2_2,0.671066,20.52792
DB12-DUFZUA_freeONLY,0.328305,34.835205
DB0-m2_o10_o11_f0_pcu.sym.75,1.081534,60.503165
DB0-m18_o4_o19_f0_pcu,0.182497,2.452745
DB0-m3_o10_o23_f0_pcu.sym.111,1.795773,98.508485
DB12-LAYGAV_clean,2.499762,135.748675
DB0-m2_o12_o20_f0_pcu.sym.26,0.335554,8.12128
DB0-m3_o24_o81_f0_fsc.sym.46,2.262813,189.72333
DB0-m3_o11_o12_f0_pcu.sym.123,0.533397,19.768855
DB0-m23_o10_o29_f0_pcu,2.722515,131.981545
DB0-m3_o440_o22_f0_fsc.sym.6,0.918013,67.258525
DB5-hypotheticalMOF_32865_0_0_2_0_7_5,0.380766,156.196435
DB0-m2_o12_o19_f0_pcu.sym.18,0.144716,2.584645
DB0-m3_o24_o78_f0_fsc.sym.14,1.68167,123.887065
DB12-KOLWEO_freeONLY,1.546349,140.776265
DB0-m3_o10_o13_f0_pcu.sym.5,1.391598,60.95897
DB0-m3_o24_o146_f0_fsc.sym.15,1.975419,88.95083
DB0-m3_o12_o28_f0_pcu.sym.68,1.115773,43.38579
DB0-m3_o11_o20_f0_pcu.sym.88,0.168112,2.340045
DB0-m3_o16_o146_f0_fsc.sym.23,1.136645,52.237235
DB0-m2_o10_o25_f0_pcu.sym.33,3.355366,144.59383
DB7-ddmof_22567,0.387359,6.21479
DB12-BEPMAM_freeONLY,0.204693,4.940995
DB5-hypotheticalMOF_30041_2_1_2_24_21_6,1.251617,46.37744
DB0-m3_o11_o29_f0_pcu.sym.16,0.456699,6.00225
DB0-m3_o4_o6_f0_pcu.sym.30,0.302288,7.29166
DB0-m3_o470_o22_f0_fsc.sym.24,1.735966,173.359045
DB0-m3_o4_o5_f0_pcu.sym.27,0.660524,16.829285
DB12-BOXYIY_clean,1.119499,104.56652
DB0-m3_o12_o25_f0_pcu.sym.10,0.577714,13.51893
DB0-m3_o8_o23_f0_pcu.sym.124,0.331275,3.89518
DB0-m3_o3_o21_f0_pcu.sym.20,0.247645,2.753415
DB0-m3_o2_o24_f0_pcu,0.267183,4.502235
DB12-GAJZAU_freeONLY,0.840921,57.789555
DB12-UTOTUT01_freeONLY,0.276598,18.478435
DB12-QIXSOG_clean,0.085746,1.41233
DB0-m2_o22_o26_f0_pcu.sym.32,0.740246,25.215075
DB0-m3_o4_o46_f0_fsc.sym.21,1.460395,193.893385
DB0-m2_o8_o22_f0_pcu.sym.26,0.173525,1.299655
DB12-ETEMIB_clean,2.184494,402.45553
DB0-m5_o24_o24_f0_bcu.sym.20,1.350259,208.65734
DB0-m2_o14_o22_f0_pcu.sym.21,1.367414,67.68979
DB5-hypotheticalMOF_6001962_0_0_3_8_9_7,3.053951,185.843585
DB5-hypotheticalMOF_5017973_1_0_0_19_13_4,0.208656,2.16656
DB12-KATDAM_clean,0.347366,70.250395
DB0-m3_o8_o18_f0_pcu.sym.113,0.394424,5.01076
DB12-TETVIZ_clean,1.981331,121.10476
DB0-m3_o440_o4_f0_fsc.sym.5,1.918208,99.29866
DB12-IFASOZ_clean,0.622783,17.313875
DB5-hypotheticalMOF_15724_1_1_0_22_2_5,2.047322,136.87592
DB0-m2_o3_o24_f0_pcu,0.296053,2.144055
DB15-pcu_N65_E158_opt,4.134714,104.32816
DB5-hypotheticalMOF_27971_0_0_2_2_9_14,1.561596,80.8336
DB12-GOQSIQ_freeONLY,1.305454,77.11241
DB0-m2_o22_o25_f0_pcu.sym.25,0.283248,8.636015
DB0-m2_o22_o25_f0_pcu.sym.123,1.181419,64.72402
DB5-hypotheticalMOF_5074465_2_1_2_23_10_6,1.069671,58.632665
DB12-BIYTOU_clean,1.793704,74.270285
DB5-hypotheticalMOF_5065324_1_0_2_15_14_10,0.751718,15.4118
DB12-DAWCIP_freeONLY,1.996163,107.81678
DB0-m2_o8_o19_f0_pcu.sym.115,0.256391,3.595665
DB12-XUGDOU_clean,0.599267,109.02902
DB0-m2_o12_o22_f0_pcu.sym.35,0.513607,17.703705
DB0-m2_o31_o28_ins,0.268921,4.5338
DB15-sxc_N65_E108_opt,1.515153,52.401545
DB12-VUKSAX_clean,0.423563,10.71929
DB0-m9_o4_o22_f0_sra.sym.5,0.958558,78.56866
DB5-hypotheticalMOF_5051446_2_0_1_27_21_2,0.152042,1.242775
DB12-QATRAG_freeONLY,0.253782,49.00474
DB0-m2_o24_o26_f0_pcu.sym.26,0.274489,3.93442
DB5-hypotheticalMOF_5039698_3_1_1_15_11_2,1.81208,119.125925
DB0-m3_o1_o25_f0_pcu.sym.31,0.793193,22.957325
DB0-m3_o11_o27_f0_pcu.sym.39,0.321675,4.954045
DB12-cg501141m_si_002_clean,2.230635,107.087485
DB0-m3_o24_o152_f0_fsc.sym.21,2.118563,129.176435
DB12-NOJBOF_clean,0.187361,5.303965
DB12-TARWEO_clean,1.335916,179.11066
DB12-BIBBUL_freeONLY,0.677028,129.60745
DB12-GUKXIU_clean,0.725192,411.03486
DB0-m2_o12_o21_f0_pcu.sym.22,0.111118,1.509015
DB0-m2_o12_o19_f0_pcu.sym.58,0.285986,6.133505
DB0-m3_o4_o21_f0_pcu.sym.22,0.28192,3.94331
DB5-hypotheticalMOF_5007656_1_0_0_15_11_8,0.150441,1.201495
DB5-hypotheticalMOF_33157_0_0_2_0_1_2,0.931378,156.11492
DB0-m23_o1_o13_f0_pcu,3.479448,197.5842
DB0-m3_o8_o24_f0_pcu.sym.28,0.258717,3.982645
DB5-hypotheticalMOF_5039722_0_0_1_15_11_7,0.554321,10.63846
DB1-Cu2O8N2-irmof16_A-pmof1_A_No24,0.317813,7.542145
DB7-ddmof_17980,0.340678,7.575815
DB0-m2_o16_o25_f0_pcu.sym.27,0.688439,19.001845
DB12-HAZWIP_freeONLY,3.082903,164.01569
DB0-m3_o24_o530_f0_fsc.sym.46,2.803068,130.2548
DB12-XOBXIW_clean,0.449863,62.09113
DB5-hypotheticalMOF_5066301_0_0_2_8_17_7,3.001647,124.082825
DB0-m2_o11_o20_f0_pcu.sym.107,0.142602,1.92921
DB12-RETBEZ_clean,1.757207,282.81285
DB12-HOXSUK_clean,3.245975,138.178595
DB12-XOMJOY_freeONLY,0.968175,157.414325
DB12-OZAVES_clean,3.035419,187.216005
DB0-m3_o24_o101_f0_fsc.sym.4,2.329179,135.929845
DB0-m3_o12_o20_f0_pcu.sym.69,0.649169,14.668205
DB12-KIVFEC_clean,1.701873,32.94038
DB5-hypotheticalMOF_5059809_0_0_2_12_1_12,1.583947,82.779755
DB0-m2_o1_o18_f0_pcu.sym.12,0.776441,33.29551
DB0-m9_o7_o23_f0_sra.sym.85,0.714206,20.347615
DB12-RUSWOT_clean,1.855279,234.379845
DB12-LEDCAA_clean,0.51966,26.360935
DB0-m3_o10_o29_f0_pcu.sym.40,3.741217,159.095885
DB5-hypotheticalMOF_17670_1_1_1_21_9_5,0.958088,76.87311
DB12-KAWBOB_clean,3.09097,151.97736
DB5-hypotheticalMOF_33032_1_0_2_0_25_0,0.73547,16.58475
DB0-m3_o21_o22_f0_pcu,0.13032,1.930965
DB7-ddmof_19532,0.25827,5.11278
DB12-TAGSEB_clean,0.86821,87.739265
DB0-m3_o7_o22_f0_pcu.sym.94,1.107159,50.4384
DB12-ic402058f_si_004_clean,2.520966,209.192085
DB0-m2_o14_o23_f0_pcu.sym.5,0.831575,31.271705
DB12-RUHFIL_clean,0.264209,5.46911
DB6-cuf_7235,0.185106,1.859155
DB1-Cu2O8N2-fum_A-irmof10_A_No31,0.700349,15.669735
DB0-m1_o13_o58_rna,0.326927,3.479805
DB5-hypotheticalMOF_5053364_1_0_1_27_3_0,0.481961,7.38201
DB12-GISMIG_clean,0.542067,76.354205
DB12-c6cc02494g_c6cc02494g1_freeONLY,0.330767,21.25659
DB12-KIPJIE_clean,1.139824,27.44852
DB0-m3_o24_o470_f0_fsc.sym.17,1.394146,93.4868
DB7-ddmof_18165,0.402054,10.98927
DB0-m3_o12_o23_f0_pcu.sym.114,0.453082,8.262865
DB12-CIFJAE_clean,3.268817,203.02532
DB0-m3_o13_o25_f0_pcu.sym.8,0.305234,7.13609
DB1-Cu2O8N2-irmof6_A-NiC4_No13,2.777613,137.982145
DB12-HIYZEV01_clean,1.663177,220.73217
DB12-HOYRIY_clean,3.87505,212.340575
DB0-m15_o11_o139_f0_fsc,1.822774,69.5419
DB15-pcu_N65_E26_opt,2.499332,29.988805
DB12-NINHOH_clean,0.224208,7.9954
DB0-m2_o11_o27_f0_pcu.sym.36,0.237684,3.84001
DB5-hypotheticalMOF_5010083_1_1_0_8_10_5,0.733479,45.177735
DB0-m18_o14_o149_f0_pcu,1.027597,35.478915
DB12-KINPUU_clean,1.608959,118.441665
DB5-hypotheticalMOF_5041514_0_0_1_8_21_8,0.23518,3.640975
DB12-UGEPEB_freeONLY,0.474528,65.13857
DB0-m3_o18_o23_f0_pcu.sym.82,0.974223,11.8576
DB12-TOVHUJ_clean,0.51063,15.626555
DB0-m18_o5_o14_f0_pcu,0.765012,17.93223
DB0-m3_o24_o27_f0_pcu.sym.117,1.021958,42.066785
DB12-PUJJEL_clean,1.307673,23.97389
DB0-m3_o11_o28_f0_pcu.sym.12,0.449079,11.516435
DB5-hypotheticalMOF_5078380_0_0_2_27_23_11,0.335914,5.30918
DB0-m2_o10_o27_f0_pcu.sym.20,0.946943,51.821615
DB6-cuf_8876,0.1607,1.27629
DB12-TISNEQ_clean,0.319684,13.4896
DB12-YARBAW_clean,1.03483,352.089445
DB0-m3_o24_o150_f0_fsc.sym.72,1.326104,78.509255
DB12-QOZPIG_clean,3.680219,284.786155
DB0-m3_o16_o44_f0_fsc.sym.45,3.412534,189.268995
DB12-ALUKUO_clean,0.915679,12.422705
DB7-ddmof_21022,0.095174,1.300965
DB5-hypotheticalMOF_5069368_0_0_2_3_9_11,0.202087,9.968325
DB0-m3_o18_o146_f0_fsc.sym.15,0.492222,9.59124
DB6-cuf_681,0.79659,14.745645
DB7-ddmof_23482,0.324422,10.75082
DB0-m2_o22_o26_f0_pcu.sym.7,0.506978,23.376595
DB12-RIGVOU_clean,0.81138,214.761845
DB12-FUBNOH_freeONLY,1.184243,265.138515
DB0-m2_o7_o19_f0_pcu.sym.54,0.378412,8.17117
DB0-m2_o27_o28_f0_pcu.sym.25,0.178851,1.683385
DB12-NOCKUM_clean,3.159793,149.102685
DB0-m2_o16_o17_f0_pcu.sym.19,0.819803,31.06503
DB0-m2_o24_o27_f0_pcu.sym.34,0.51128,15.61999
DB5-hypotheticalMOF_5035479_0_0_1_12_14_12,1.943706,63.57221
DB0-m3_o16_o21_f0_pcu.sym.98,0.722702,18.30758
DB0-m2_o13_o22_f0_pcu.sym.126,0.700513,21.41805
DB0-m3_o1_o24_f0_pcu.sym.23,1.01747,55.1576
DB12-PEWGEF_freeONLY,0.526297,47.9163
DB0-m2_o24_o24_f0_pcu.sym.23,0.23041,10.909745
DB12-TORKES_clean,2.53645,25.574905
DB12-acscombsci.5b00188_3001288_clean,0.291965,0.782355
DB5-hypotheticalMOF_5014836_1_1_0_3_3_0,1.269659,70.02209
DB0-m15_o13_o141_f0_fsc,2.498805,99.02841
DB5-hypotheticalMOF_25065_0_0_1_14_7_5,3.949408,168.723435
DB7-ddmof_17324,0.268692,2.12345
DB0-m3_o24_o113_f0_fsc.sym.17,1.670123,274.84896
DB0-m3_o11_o28_f0_pcu.sym.44,0.397782,8.057025
DB0-m3_o22_o47_f0_fsc.sym.46,2.409659,156.17599
DB12-BUGSIG_clean,0.654258,23.5016
DB0-m3_o420_o4_f0_fsc.sym.13,2.494797,151.6127
DB12-NOCLUN_clean,4.072008,66.170755
DB5-hypotheticalMOF_5039615_1_1_1_15_10_5,2.363645,147.019295
DB0-m3_o11_o29_f0_pcu.sym.102,0.740278,14.38115
DB7-ddmof_18714,0.215811,2.477585
DB12-ja5b02999_si_006_clean,0.534467,15.67241
DB5-hypotheticalMOF_5071555_1_0_2_19_2_8,0.644945,19.49721
DB0-m3_o2_o16_f0_pcu.sym.71,0.260367,2.30543
DB0-m2_o13_o23_f0_pcu.sym.31,0.218086,3.018125
DB0-m3_o12_o23_f0_pcu.sym.142,1.320644,62.99573
DB15-qzd_N128_E37_opt,0.417638,9.19241
DB15-bsn_N123_E27_opt,2.709781,55.05809
DB5-hypotheticalMOF_27305_0_0_2_9_9_12,3.665914,178.307025
DB0-m3_o24_o24_f0_pcu.sym.4,0.406833,13.238255
DB5-hypotheticalMOF_5044531_0_0_1_3_26_4,0.420676,7.74538
DB12-KUFBEU_clean,0.323367,25.4422
DB1-Zn2O8N2-irmof20_A-pmof1_A_No20,0.429517,13.8598
DB12-LOLQIM_clean,0.962603,361.95826
DB12-NAGBUU_freeONLY,0.31955,51.358405
DB0-m23_o24_o29_f0_pcu,2.934337,175.807735
DB0-m2_o8_o24_f0_pcu.sym.85,0.090691,2.65239
DB0-m2_o3_o5_f0_pcu.sym.23,1.206792,52.70896
DB0-m2_o10_o19_f0_pcu.sym.22,0.645225,23.92341
DB12-RAVCOI_clean,0.571164,26.903575
DB0-m2_o22_o26_f0_pcu.sym.24,0.423974,10.73855
DB0-m2_o8_o14_f0_pcu.sym.25,0.227957,3.169655
DB0-m3_o18_o42_f0_fsc.sym.22,3.071657,124.37313
DB0-m9_o11_o11_f0_sra.sym.73,0.616675,23.656695
DB12-BACGAQ_clean,1.599578,141.84227
DB12-XALCUJ_clean,1.33237,117.726515
DB5-hypotheticalMOF_5073469_0_0_2_19_3_12,1.657487,57.500985
DB12-EQERAU_clean,2.338444,70.35031
DB0-m3_o52_o159_f0_fsc.sym.70,1.462369,56.39186
DB0-m23_o150_o152_f0_pcu,0.865679,25.266145
DB15-bsn_N123_E146_opt,2.826431,56.772315
DB12-PEWLUA_freeONLY,0.337731,7.842405
DB0-m2_o1_o22_f0_pcu,0.599835,15.48798
DB12-AXINEA_clean,1.396153,143.14367
DB12-JELPAS_freeONLY,0.148384,22.54287
DB0-m3_o24_o530_f0_fsc.sym.10,2.488642,96.653775
DB12-QINSUD_clean,0.650428,23.146025
DB0-m3_o4_o5_f0_pcu.sym.103,2.009994,124.21053
DB0-m3_o24_o52_f0_fsc.sym.22,0.443751,21.035565
DB0-m3_o109_o22_f0_fsc.sym.3,2.474926,142.015345
DB12-TAJXIO04_clean,0.009662,1.238185
DB0-m2_o22_o25_f0_pcu.sym.33,0.880085,31.9301
DB13-cds-Syn039803,0.344688,2.414705
DB7-ddmof_15884,0.432632,12.61773
DB7-ddmof_18040,0.13714,1.13368
DB15-sxc_N65_E51_opt,1.70099,72.923895
DB0-m23_o2_o18_f0_pcu,1.859279,153.623355
DB0-m23_o29_o153_f0_pcu,1.19637,30.522445
DB12-REGRIG_clean,1.656608,51.10826
DB12-MULQOA_freeONLY,1.479465,98.34692
DB7-ddmof_22499,0.245917,4.13321
DB12-ATIRUS_freeONLY,0.18405,29.16282
DB0-m2_o10_o26_f0_pcu.sym.32,0.911195,50.155745
DB15-pcu_N47_E181_opt,0.212305,1.436065
DB0-m2_o8_o8_f0_pcu.sym.28,0.0877,4.486605
DB5-hypotheticalMOF_27980_0_0_2_2_9_4,1.561996,75.074005
DB0-m3_o146_o158_f0_fsc.sym.33,0.904393,58.73075
DB12-LONVAN_clean,0.592227,28.94521
DB0-m2_o12_o25_f0_pcu.sym.92,0.81262,25.2604
DB0-m15_o22_o104_f0_fsc,2.048646,220.114355
DB0-m18_o14_o110_f0_fsc,0.94948,21.395775
DB0-m3_o12_o13_f0_pcu.sym.13,0.56188,11.560865
DB5-hypotheticalMOF_18725_2_1_1_25_21_2,0.453737,11.833695
DB12-HEKTUO01_clean,0.629601,602.356675
DB0-m3_o24_o1530_f0_fsc.sym.81,1.423661,53.74677
DB5-hypotheticalMOF_5050891_0_0_1_23_23_14,0.555487,11.030565
DB12-cg200615s_si_002_clean,0.484225,67.01306
DB5-hypotheticalMOF_19434_1_0_1_24_21_12,0.237974,2.424545
DB0-m3_o22_o22_f0_pcu.sym.16,0.520788,52.761735
DB0-m2_o1_o5_f0_pcu.sym.15,1.175675,51.193635
DB15-qtz_N76_E38_opt,0.155756,0.72705
DB12-MEFYUT_clean,4.067968,212.585475
DB5-hypotheticalMOF_5076980_1_0_2_27_27_8,0.206215,2.508865
DB0-m3_o2_o21_f0_pcu.sym.60,0.422109,7.270765
DB7-ddmof_5970,0.657934,3.37849
DB12-BEYSEF_clean,1.038741,77.566475
DB12-GIDKOU_clean,1.419886,279.467115
DB0-m3_o18_o20_f0_pcu.sym.18,0.258499,2.52917
DB0-m3_o1470_o158_f0_fsc.sym.10,2.351993,146.35261
DB0-m3_o450_o22_f0_fsc.sym.37,1.549585,131.217365
DB7-ddmof_21913,1.005367,49.427705
DB0-m3_o3_o15_f0_pcu,0.322272,2.551545
DB12-RUYQIN01_clean,1.642597,60.766415
DB1-Cu2O8N2-BDC_A-irmof20_A_No204,2.410201,97.3279
DB0-m2_o24_umj,0.157048,3.92668
DB0-m3_o96_o22_f0_fsc.sym.1,1.364595,27.828725
DB12-IQEKOG_freeONLY,2.263795,421.113785
DB12-YIVZIO_clean,2.811537,90.559905
DB0-m2_o14_o15_f0_pcu.sym.3,2.408227,160.15242
DB12-POMSER_clean,2.843669,259.6845
DB5-hypotheticalMOF_5037180_2_0_1_18_11_2,0.182474,2.90835
DB0-m2_o11_o22_f0_pcu.sym.82,1.019739,55.730525
DB6-cuf_8292,0.289736,3.31825
DB0-m3_o24_o43_f0_fsc,0.738425,17.444365
DB0-m3_o16_o151_f0_fsc.sym.16,1.503564,58.392255
DB0-m3_o12_o25_f0_pcu.sym.46,0.375674,7.623515
DB0-m3_o146_o22_f0_fsc.sym.89,2.525937,121.7831
DB12-HUNFON_clean,0.293866,22.10783
DB12-HOHMEX_manual,0.214558,4.96851
DB5-hypotheticalMOF_6001994_0_0_3_8_26_0,0.375194,10.670365
DB0-m3_o11_o24_f0_pcu.sym.38,0.543752,18.70374
DB5-hypotheticalMOF_5075622_1_1_2_23_19_8,1.74649,65.30569
DB12-PELNEA01_clean,0.512472,12.305625
DB0-m2_o24_o26_f0_pcu.sym.30,0.215423,5.66806
DB0-m3_o24_o151_f0_fsc.sym.20,0.807674,34.17435
DB5-hypotheticalMOF_22743_0_0_1_0_10_9,0.969013,52.943735
DB15-qtz-e_N65_E182_opt,2.953156,37.51719
DB0-m2_o24_o25_f0_pcu.sym.27,0.219656,5.219435
DB7-ddmof_22316,0.307158,4.62838
DB12-ic402058f_si_005_clean,1.493434,166.749255
DB5-hypotheticalMOF_5067722_1_0_2_20_26_5,0.584232,10.33553
DB12-CUXFIL_clean,2.698338,223.886425
DB5-hypotheticalMOF_23801_0_0_1_6_17_14,3.258546,113.77769
DB0-m3_o11_o29_f0_pcu.sym.40,0.521446,9.44091
DB12-KIVVOC_clean,0.626645,117.046855
DB0-m3_o16_o153_f0_fsc.sym.45,3.609773,171.687795
DB0-m9_o13_o27_f0_sra.sym.115,0.279049,11.69117
DB0-m2_o12_o20_f0_pcu.sym.70,0.199917,2.82419
DB12-HAJYEZ_clean,1.134481,197.15223
DB0-m2_o11_o19_f0_pcu.sym.74,0.573459,22.979355
DB1-Zn2O8N2-irmof6_A-irmof7_A_No58,1.538152,97.87101
DB5-hypotheticalMOF_5069703_1_0_2_3_21_10,0.412797,6.05953
DB0-m2_o22_o22_f0_pcu.sym.19,1.605465,126.269615
DB0-m3_o10_o18_f0_pcu.sym.29,2.59389,201.970305
DB0-m3_o152_o22_f0_fsc.sym.15,1.294669,75.108625
DB5-hypotheticalMOF_6908_1_0_0_11_7_0,0.210666,1.729185
DB0-m3_o7_o22_f0_pcu.sym.19,0.245054,4.064685
DB0-m3_o10_o16_f0_pcu.sym.46,1.863175,86.29104
DB0-m2_o16_o19_f0_pcu.sym.36,1.079951,43.6552
DB12-SEFBOV_clean,0.861347,38.896355
DB0-m3_o24_o520_f0_fsc.sym.59,0.568704,18.641705
DB12-XAPTEQ_clean,2.23045,165.910985
DB12-NOQNOY_clean,0.942005,78.193045
DB0-m2_o8_o23_f0_pcu.sym.34,0.181623,2.188815
DB0-m23_o7_o20_f0_pcu,0.162109,1.61519
DB0-m2_o22_o27_f0_pcu.sym.20,0.289961,9.33592
DB0-m2_o11_o12_f0_pcu.sym.22,0.218653,3.55318
DB0-m3_o520_o22_f0_fsc.sym.64,1.247633,71.910385
DB0-m3_o10_o28_f0_pcu.sym.12,3.193135,199.141185
DB5-hypotheticalMOF_3001057_0_0_1_34_34_6,0.254488,4.12743
DB6-cuf_1869,0.980784,29.08777
DB14-xeskir_P1_H,0.396507,47.291545
DB0-m2_o24_o27_f0_pcu.sym.113,0.767768,44.92008
DB0-m2_o13_o16_f0_pcu.sym.73,0.678725,10.541185
DB0-m3_o540_o14_f0_fsc.sym.25,3.772861,140.915735
DB12-FURSES_clean,2.502207,329.21736
DB0-m3_o2_o15_f0_pcu.sym.26,0.643926,13.6328
DB12-WIKYAQ_freeONLY,1.843445,184.792895
DB0-m3_o24_o430_f0_fsc.sym.25,0.97361,32.441235
DB0-m3_o12_o19_f0_pcu.sym.41,0.410013,10.25975
DB0-m3_o4_o23_f0_pcu.sym.141,2.003241,121.75635
DB7-ddmof_22265,0.348097,11.19586
DB12-BEFPAF_clean,2.183816,408.609105
DB1-Cu2O8N2-DPAC_A-fum_A_No172,0.32665,4.138465
DB5-hypotheticalMOF_33171_0_0_2_1_1_12,0.960048,137.570255
DB5-hypotheticalMOF_31406_0_0_2_10_2_10,0.614626,14.005305
DB0-m3_o24_o25_f0_pcu.sym.33,0.600687,15.840695
DB0-m3_o10_o25_f0_pcu.sym.71,1.644604,91.777955
DB5-hypotheticalMOF_15735_1_1_0_22_2_6,2.236034,160.40444
DB12-KONCIA_clean,0.087191,218.079915
DB0-m3_o147_o158_f0_fsc.sym.17,2.565511,199.29041
DB12-BUWMIR_freeONLY,2.312436,189.85883
DB12-FUFTUX_clean,0.224283,81.799555
DB12-FIKTOK_clean,0.267391,35.72195
DB5-hypotheticalMOF_5053341_2_0_1_27_20_6,0.175869,1.90157
DB15-qtz-x_N123_E13_opt,1.407744,77.640525
DB0-m23_o13_o150_f0_pcu,1.326706,58.097935
DB5-hypotheticalMOF_5060917_2_1_2_18_9_8,0.019038,0.797005
DB0-m15_o24_o97_f0_fsc,2.383377,90.18351
DB12-SISQIW_clean,1.921518,100.941235
DB6-cuf_7238,0.474284,10.26712
DB7-ddmof_2905,0.360074,7.29459
DB12-UXUYUI_freeONLY,0.308364,15.310115
DB7-ddmof_2151,0.495615,13.6948
DB0-m3_o12_o22_f0_pcu.sym.37,0.629307,24.477035
DB0-m3_o24_o84_f0_fsc.sym.32,0.887059,316.07517
DB0-m2_o11_o12_f0_pcu.sym.39,0.674455,35.982085
DB0-m2_o10_o17_f0_pcu.sym.16,1.732738,76.04735
DB0-m2_o17_o22_f0_pcu.sym.56,0.313488,10.83697
DB1-Zn2O8N2-AZO_A-irmof14_A_No351,2.517915,66.51371
DB12-FAVHAO_clean,1.113628,75.112525
DB7-ddmof_21993,0.186753,4.41055
DB5-hypotheticalMOF_27025_0_0_1_22_10_12,4.76003,155.918805
DB5-hypotheticalMOF_5047274_1_0_1_19_11_4,0.3981,5.02831
DB12-ic502725y_si_003_clean,0.174551,5.56753
DB7-ddmof_21435,0.48771,18.74171
DB0-m3_o8_o17_f0_pcu.sym.92,0.114102,2.383655
DB0-m3_o3_o6_f0_pcu.sym.17,0.127516,1.35467
DB12-KEXKAB_freeONLY,0.868982,83.720075
DB12-YAZZEG_freeONLY,0.101418,19.362825
DB0-m2_o3_o10_f0_pcu.sym.101,1.86597,80.34584
DB0-m3_o22_o26_f0_pcu.sym.70,0.492969,13.92688
DB0-m3_o10_o19_f0_pcu.sym.1,0.226195,5.34231
DB5-hypotheticalMOF_29222_1_0_2_25_2_4,0.781127,23.007615
DB7-ddmof_3187,0.614144,25.46579
DB7-ddmof_17297,0.228159,0.73493
DB1-NiN6-irmof16_A-NiC4_No25,2.306184,90.654295
DB0-m2_o24_o24_f0_pcu.sym.78,0.320634,14.077825
DB0-m3_o8_o22_f0_pcu.sym.90,0.337191,7.698295
DB15-kag_N123_E51_opt,1.857799,61.096825
DB5-hypotheticalMOF_5035565_0_0_1_12_16_5,0.604207,11.84915
DB5-hypotheticalMOF_5039631_2_0_1_15_10_0,0.259376,3.81021
DB12-TURDIV_clean,2.791261,139.154825
DB12-YURJUR_freeONLY,0.300564,8.000215
DB5-hypotheticalMOF_5066409_0_0_2_8_7_5,2.544604,237.017
DB6-cuf_9062,0.245129,2.987495
DB12-LONWIW_clean,6.810576,80.50346
DB7-ddmof_557,0.221978,8.46315
DB15-pcu_N144_E37_opt,1.369425,20.19064
DB5-hypotheticalMOF_1002008_0_0_3_0_24_12,1.872715,238.910125
DB0-m3_o153_o22_f0_fsc.sym.83,2.617242,162.980955
DB15-sxb_N65_E50_opt,0.254133,30.236605
DB12-YOCDUR_clean,0.826299,29.367265
DB0-m2_o22_o23_f0_pcu.sym.46,1.082179,46.186425
DB12-AVELUJ_clean,1.051991,23.385515
DB0-m3_o11_o24_f0_pcu.sym.23,0.245538,5.40105
DB12-LIFWII_freeONLY,3.57249,195.594275
DB0-m3_o1_o470_f0_fsc.sym.10,2.240487,120.930435
DB0-m3_o11_o12_f0_pcu.sym.36,0.453172,12.035925
DB15-kag_N139_E37_opt,1.098332,43.512505
DB12-DOMKEX_clean,2.450687,174.83651
DB0-m3_o25_o28_f0_pcu.sym.132,0.354092,4.07169
DB12-SUNJOB_clean,1.584133,226.30216
