,filename,mmol/g_working_capacity,selectivity
1878,DB7-ddmof_22829,0.54686,32.085965
1879,DB7-ddmof_22467,0.295408,7.23901
1880,DB0-m3_o11_o20_f0_pcu.sym.60,0.17584,2.18606
1881,DB0-m3_o16_o470_f0_fsc.sym.12,3.599525,182.773735
1882,DB0-m2_o12_o28_f0_pcu.sym.14,0.929022,37.106565
1883,DB5-hypotheticalMOF_5072118_1_0_2_19_10_6,0.522712,10.485725
1884,DB0-m3_o12_o28_f0_pcu.sym.80,0.89062,37.752355
1885,DB12-DAWBOU_clean,1.364461,106.64113
1886,DB15-dmp_N76_E37_opt,0.188166,2.29651
1887,DB5-hypotheticalMOF_5076729_1_1_2_27_10_7,1.439675,57.26956
1888,DB5-hypotheticalMOF_5072776_0_0_2_19_22_4,0.518583,8.25493
1889,DB0-m3_o12_o18_f0_pcu.sym.20,0.480716,23.828045
1890,DB0-m2_o7_o13_f0_pcu.sym.23,0.199091,2.31152
1891,DB0-m2_o13_o22_f0_pcu.sym.10,0.585903,27.15146
1892,DB0-m2_o2_o14_f0_pcu.sym.27,0.449338,6.42618
1893,DB0-m5_o18_o25_bcu_0.109375_Et,0.821221,29.91694
1894,DB7-ddmof_3705,0.593436,17.6791
1895,DB15-dmp_N76_E44_opt,0.232991,2.023235
1896,DB0-m3_o11_o14_f0_pcu.sym.26,0.805208,32.77753
1897,DB12-GOSDID_clean,2.290296,148.38939
1898,DB0-m3_o450_o22_f0_fsc.sym.12,1.76659,119.160035
1899,DB0-m3_o24_o45_f0_fsc.sym.24,0.519743,35.067725
1900,DB0-m3_o13_o21_f0_pcu.sym.93,0.652115,10.67932
1901,DB12-CELZIE_SL,0.765468,148.56493
1902,DB0-m3_o4_o1510_f0_fsc.sym.18,2.566891,122.77072
1903,DB1-Zn2O8N2-irmof10_A-irmof20_A_No532,3.025046,69.913135
1904,DB5-hypotheticalMOF_5039761_1_1_1_15_11_4,1.105426,94.273785
1905,DB0-m3_o12_o22_f0_pcu.sym.92,0.335071,20.71711
1906,DB12-XESKIR_clean_h,3.042339,112.35915
1907,DB0-m1_o2_o6_f0_pcu,0.120506,1.429085
1908,DB12-FIVYUF_clean,1.007097,323.727985
1909,DB0-m3_o12_o21_f0_pcu.sym.85,0.498049,33.353835
1910,DB0-m2_o12_o21_f0_pcu.sym.11,0.228779,3.33003
1911,DB12-ZOYKAB_clean,1.368073,213.509765
1912,DB12-GOMREG_clean,0.710942,287.352815
1913,DB12-XAMLUS_clean,1.556882,75.568035
1914,DB5-hypotheticalMOF_5050284_2_0_1_23_18_10,0.201734,1.58132
1915,DB0-m2_o8_o19_f0_pcu.sym.8,0.145419,2.383665
1916,DB0-m3_o12_o15_f0_pcu.sym.7,1.532616,72.5994
1917,DB5-hypotheticalMOF_5037619_2_1_1_18_13_2,1.540597,81.685255
1918,DB5-hypotheticalMOF_19014_0_0_1_24_9_6,0.584598,19.406325
1919,DB15-rob_N123_E119_opt,1.98743,37.295225
1920,DB5-hypotheticalMOF_5066412_0_0_2_8_7_4,1.225862,187.103385
1921,DB5-hypotheticalMOF_5041164_3_3_1_15_15_8,0.738338,41.02035
1922,DB0-m2_o24_o25_f0_pcu.sym.54,0.98127,38.879575
1923,DB7-ddmof_22365,0.273965,1.36913
1924,DB7-ddmof_22697,0.325041,11.06188
1925,DB0-m2_o11_o20_f0_pcu.sym.39,0.166195,1.91466
1926,DB7-ddmof_22158,0.352467,9.998315
1927,DB0-m2_o20_nou,0.144107,0.42304
1928,DB12-RUVKOJ_clean,0.250558,29.435475
1929,DB0-m2_o13_o23_f0_pcu.sym.99,0.196083,3.11435
1930,DB0-m2_o12_o22_f0_pcu.sym.50,1.310455,79.51578
1931,DB0-m3_o25_xai,0.256799,0.945745
1932,DB5-hypotheticalMOF_5037231_1_0_1_18_11_12,0.278733,2.59072
1933,DB12-PAMTUU_clean,1.486971,44.37904
1934,DB0-m3_o14_o22_f0_pcu.sym.90,2.128721,122.318195
1935,DB5-hypotheticalMOF_5044405_1_0_1_3_9_6,1.808929,86.38193
1936,DB5-hypotheticalMOF_5069981_0_0_2_3_1_12,0.131356,6.195495
1937,DB1-Cu2O8N2-fum_A-pmof1_A_No7,4.439171,269.10503
1938,DB7-ddmof_23641,0.261176,1.048035
1939,DB7-ddmof_23066,0.353264,2.83024
1940,DB12-MOJNAC_clean,1.318135,18.88417
1941,DB5-hypotheticalMOF_5039727_0_0_1_15_11_10,0.813615,18.28474
1942,DB0-m3_o22_o92_f0_fsc,1.328646,42.90522
1943,DB0-m3_o16_o21_f0_pcu.sym.30,0.411269,6.363995
1944,DB0-m2_o16_o26_f0_pcu.sym.55,1.246558,46.53219
1945,DB0-m3_o1490_o22_f0_fsc.sym.19,1.792905,136.45505
1946,DB0-m3_o11_o22_f0_pcu.sym.65,1.008935,46.567685
1947,DB0-m3_o16_o17_f0_pcu.sym.25,0.592638,11.998235
1948,DB12-ALUKUO_freeONLY,0.838436,22.3887
1950,DB0-m18_o24_o24_f0_pcu,0.247841,6.02997
1951,DB0-m2_o22_o25_f0_pcu.sym.106,0.720862,22.992325
1952,DB12-MUXHIW01_clean,0.278246,5.450995
1953,DB0-m3_o24_o78_f0_fsc.sym.5,1.101506,67.723535
1954,DB7-ddmof_5770,0.222394,8.711215
1955,DB0-m1_o25_snk,0.142375,0.95611
1956,DB0-m3_o12_o16_f0_pcu.sym.19,0.636057,28.56847
1957,DB5-hypotheticalMOF_34178_0_0_2_13_13_12,2.896913,87.69029
1958,DB0-m2_o12_o28_f0_pcu.sym.42,0.812067,29.45303
1959,DB1-Cu2O8-ADC_A-BDC_A_No852,3.148543,60.93356
1960,DB0-m3_o12_o21_f0_pcu.sym.48,0.463587,11.006115
1961,DB0-m2_o11_o21_f0_pcu.sym.8,0.323478,4.913905
1962,DB0-m3_o8_o23_f0_pcu.sym.27,0.323677,2.83328
1963,DB0-m3_o1_o21_f0_pcu.sym.29,0.221444,4.6259
1964,DB12-VIPYOK_clean,0.693446,254.413855
1965,DB5-hypotheticalMOF_5060813_1_0_2_18_9_2,0.268791,4.81878
1966,DB0-m2_o8_o20_f0_pcu.sym.50,0.172527,1.14926
1967,DB5-hypotheticalMOF_5045794_0_0_1_3_18_4,0.228995,3.66098
1968,DB5-hypotheticalMOF_5069826_1_1_2_3_25_4,3.580612,225.680455
1969,DB12-NOHHID_clean,0.042551,10.25919
1970,DB12-FEFVES_clean,1.573627,191.976655
1971,DB12-VAHJEW_clean,3.035512,178.851655
1972,DB12-ECODIK_clean,2.425435,129.06584
1973,DB12-ROJNEJ_clean,0.585869,32.302865
1974,DB0-m2_o8_o8_f0_pcu.sym.80,0.589105,19.113565
1975,DB0-m2_o11_o24_f0_pcu.sym.44,0.615591,20.64363
1976,DB5-hypotheticalMOF_5068387_0_0_2_20_11_11,0.679935,18.07166
1977,DB0-m1_o59_o3_rna,0.241806,0.991785
1978,DB0-m3_o24_o44_f0_fsc.sym.36,0.527329,15.968775
1979,DB5-hypotheticalMOF_5058938_0_0_2_12_17_14,0.332682,6.369595
1980,DB5-hypotheticalMOF_5046012_0_0_1_3_8_5,2.236743,270.794185
1981,DB0-m3_o8_o20_f0_pcu.sym.30,0.148682,1.423885
1982,DB0-m3_o460_o23_f0_fsc.sym.5,1.2957,81.14664
1983,DB0-m3_o540_o22_f0_fsc.sym.43,3.055297,138.71623
1984,DB5-hypotheticalMOF_5040087_1_0_1_15_13_4,0.174729,2.079445
1985,DB13-hxg-Syn026688,1.527919,221.55916
1986,DB12-LECGAD_clean,2.490133,202.225685
1987,DB12-MIVNUB_clean,0.582293,7.900995
1988,DB0-m3_o114_o22_f0_fsc.sym.23,0.558356,267.38068
1989,DB0-m2_o10_o11_f0_pcu.sym.50,0.368484,10.816525
1990,DB0-m3_o12_o23_f0_pcu.sym.80,1.67142,67.32195
1991,DB0-m3_o52_o14_f0_fsc.sym.64,2.059045,89.60828
1992,DB7-ddmof_23328,0.287213,10.574105
1993,DB0-m23_o19_o27_f0_pcu,0.606334,15.642405
1995,DB0-m3_o48_o13_f0_fsc.sym.16,2.487812,89.43752
1996,DB0-m3_o52_o22_f0_fsc.sym.71,0.981225,60.644375
1997,DB0-m2_o16_o28_f0_pcu.sym.101,1.233403,46.25546
1998,DB0-m3_o22_o47_f0_fsc.sym.75,2.3707,198.62736
1999,DB12-VINHOR_clean,0.098728,1.642985
2000,DB0-m3_o12_o28_f0_pcu.sym.102,0.532501,17.765645
2001,DB0-m2_o11_o140_f0_fsc,0.867552,25.18241
2002,DB14-avelod_P1_H,1.187362,39.13503
2003,DB12-BETHIT_clean,1.248841,62.045075
2004,DB12-MOWQIZ_clean,0.707357,11.90854
2005,DB0-m3_o96_o11_f0_fsc.sym.16,0.821539,16.157765
2006,DB5-hypotheticalMOF_22848_0_0_1_13_9_4,0.990423,34.93168
2007,DB5-hypotheticalMOF_5076132_1_0_2_27_2_4,0.722582,24.598325
2008,DB12-CUKXUC_clean,2.756638,36.349095
2009,DB0-m3_o24_o28_f0_pcu.sym.63,0.328614,12.86185
2010,DB0-m2_o22_o27_f0_pcu.sym.13,0.862183,33.41886
2011,DB0-m3_o45_o159_f0_fsc.sym.50,1.982271,78.41804
2012,DB12-PUWDOA_clean,1.824874,71.41014
2013,DB15-sxc_N65_E92_opt,2.856505,38.691015
2014,DB7-ddmof_20139,0.452484,13.53313
2015,DB5-hypotheticalMOF_5072705_0_0_2_19_16_12,1.231343,27.582005
2016,DB0-m3_o22_o23_f0_pcu.sym.61,0.434881,14.15628
2017,DB0-m3_o24_o24_f0_pcu.sym.109,0.69152,34.15089
2018,DB1-Zn2O8N2-ADC_A-irmof14_A_No822,3.302234,65.95548
2019,DB12-OSURAX_clean,0.70904,15.60147
2020,DB12-ULIMIN_clean,1.398253,249.502955
2021,DB5-hypotheticalMOF_5021974_1_0_0_23_15_10,0.211981,1.52926
2022,DB12-LAJJAK_freeONLY,2.894271,167.5088
2023,DB0-m3_o78_o22_f0_fsc.sym.13,2.014825,142.731925
2024,DB5-hypotheticalMOF_5070112_1_0_2_3_11_2,0.865887,46.920235
2025,DB5-hypotheticalMOF_5059946_0_0_2_12_10_14,1.716446,81.94408
2026,DB0-m3_o9_o28_f0_pcu.sym.27,0.771083,28.40974
2027,DB0-m2_o16_o18_f0_pcu.sym.2,1.275231,45.935085
2028,DB0-m3_o13_o24_f0_pcu.sym.27,0.351959,8.29186
2029,DB0-m3_o12_o27_f0_pcu.sym.115,0.556686,16.787215
2030,DB0-m3_o12_o19_f0_pcu.sym.72,0.280732,6.512115
2031,DB0-m3_o10_o23_f0_pcu.sym.77,0.753289,25.165505
2032,DB0-m3_o24_o153_f0_fsc.sym.40,1.891316,91.618425
2033,DB0-m3_o96_o11_f0_fsc.sym.56,1.517225,41.00623
2034,DB0-m3_o22_o47_f0_fsc.sym.35,1.674011,171.769285
2035,DB12-SODQOT_clean,0.768908,42.667635
2036,DB12-JIVFUQ_freeONLY,1.918081,90.97377
2037,DB0-m3_o18_o52_f0_fsc.sym.58,1.752209,58.14879
2038,DB0-m2_o14_o28_f0_pcu.sym.56,1.319847,45.92492
2039,DB0-m3_o12_o29_f0_pcu.sym.49,0.740939,14.635725
2040,DB5-hypotheticalMOF_5073350_0_0_2_19_8_8,0.42308,9.288205
2041,DB5-hypotheticalMOF_5037714_1_0_1_18_13_8,0.335841,4.757285
2042,DB0-m3_o450_o4_f0_fsc.sym.22,1.483743,94.95639
2043,DB12-CUZBUW_clean,3.842521,300.44048
2044,DB15-dmp_N76_E120_opt,0.298514,3.089275
2045,DB0-m3_o52_o22_f0_fsc.sym.31,0.718717,19.259755
2046,DB12-MOCHUI_clean,0.834086,6.63985
2047,DB0-m3_o96_o12_f0_fsc.sym.41,1.765914,64.546095
2048,DB13-acs-Syn027498,0.195396,3.92265
2049,DB0-m2_o24_o29_f0_pcu.sym.28,0.756124,20.046515
2050,DB0-m2_o10_o26_f0_pcu.sym.41,1.209293,43.939515
2051,DB0-m3_o10_o21_f0_pcu.sym.24,0.649094,20.05308
2052,DB1-Cu2O8N2-DPAC_A-irmof6_A_No529,2.534448,49.118755
2053,DB1-Cu2O8N2-DPAC_A-irmof8_A_No668,0.893744,16.5448
2054,DB12-NABMUA_clean,3.604747,128.293305
2055,DB5-hypotheticalMOF_5045190_0_0_1_3_11_6,0.308321,7.420415
2056,DB5-hypotheticalMOF_3001223_2_0_2_37_36_0,0.226627,0.68451
2057,DB0-m3_o12_o14_f0_pcu.sym.91,1.809762,74.871805
2058,DB0-m2_o7_o20_f0_pcu.sym.19,0.083553,1.5305
2059,DB12-ASALIP_clean,0.039199,0.40592
2060,DB0-m2_o13_o24_f0_pcu.sym.28,0.317673,23.262325
2061,DB5-hypotheticalMOF_5051399_1_0_1_27_2_8,0.655057,23.340075
2062,DB15-qtz-x_N65_E68_opt,1.144279,18.13138
2063,DB12-CUQKOQ_clean,1.222999,51.074195
2064,DB0-m3_o12_o26_f0_pcu.sym.62,0.399468,6.64394
2065,DB0-m3_o18_o150_f0_fsc.sym.17,1.259582,94.089615
2066,DB5-hypotheticalMOF_24786_0_0_1_5_10_5,1.801024,76.63797
2067,DB12-XUYXAR_freeONLY,0.845834,87.328665
2068,DB7-ddmof_22325,0.164175,1.29892
2069,DB15-kag_N108_E132_opt,0.625907,18.56077
2070,DB7-ddmof_22118,0.276997,2.784445
2071,DB0-m3_o460_o13_f0_fsc.sym.41,2.581447,178.074785
2072,DB5-hypotheticalMOF_1002300_0_0_3_13_7_14,2.937531,137.95513
2073,DB12-HOJHUL_clean,0.729742,53.80275
2074,DB12-AFOTOF_clean,2.25947,69.14276
2075,DB1-Zn2O8N2-AZO_A-irmof7_A_No222,0.728431,24.29243
2076,DB0-m3_o12_o18_f0_pcu.sym.36,0.985063,33.389755
2077,DB12-KOMGUP_freeONLY,0.828267,363.399795
2078,DB12-ARUYES_clean,2.117471,384.492435
2079,DB7-ddmof_1641,0.615643,22.04682
2080,DB0-m3_o11_o17_f0_pcu.sym.27,0.327934,6.435495
2081,DB7-ddmof_15551,0.393344,9.25083
2082,DB0-m2_o11_o24_f0_pcu.sym.106,0.477015,15.45417
2083,DB5-hypotheticalMOF_5060328_2_0_2_12_0_0,0.219735,5.628325
2084,DB0-m3_o11_o22_f0_pcu.sym.25,0.381212,12.224475
2085,DB12-KOTSIX_clean,1.759825,212.90529
2086,DB12-SUTJIC_clean,0.680944,85.891635
2087,DB12-ALIFUY_freeONLY,1.109715,136.538905
2088,DB0-m2_o1_o28_f0_pcu.sym.6,0.532138,19.43293
2089,DB0-m1_o22_o22_f0_pcu,0.120407,1.79055
2090,DB0-m3_o1530_o15_f0_fsc.sym.17,2.013824,206.045665
2091,DB0-m1_o24_o31_ith-d,0.184496,1.080095
2092,DB12-BETGAK_clean,3.284035,124.960615
2093,DB12-OSUVOP_clean,0.285202,20.27502
2094,DB0-m2_o1_o16_f0_pcu.sym.43,1.116963,35.45617
2095,DB0-m2_o12_o12_f0_pcu.sym.30,1.059315,55.145275
2096,DB12-OWEYOF_clean,3.40955,195.59199
2097,DB1-Cu2O8N2-DPAC_A-irmof14_A_No558,4.450512,85.76865
2098,DB15-uom_N29_E38_opt,0.088181,0.679065
2099,DB12-YOMVIG01_clean,0.242283,214.475415
2100,DB0-m9_o1_o14_f0_sra.sym.25,2.737863,147.395375
2101,DB12-ANAWIX_clean,1.476266,122.069315
2102,DB12-LODPUR_freeONLY,0.309169,266.279385
2103,DB0-m2_o17_o23_f0_pcu.sym.21,0.524486,6.739145
2104,DB0-m2_o22_o28_f0_pcu.sym.23,0.849096,31.846435
2105,DB12-PEYPAM_SL,2.386336,164.48253
2106,DB5-hypotheticalMOF_6003923_0_0_3_23_1_4,1.16562,61.73251
2107,DB12-OPENUT_clean,0.960267,35.31279
2108,DB7-ddmof_3535,0.348618,8.77974
2109,DB0-m9_o11_o24_f0_sra.sym.19,1.225537,69.468455
2110,DB0-m3_o10_o12_f0_pcu.sym.13,0.450069,11.71619
2111,DB0-m2_o8_o25_f0_pcu.sym.143,0.491593,13.4602
2112,DB12-IKEBUV_clean,2.20788,124.436735
2113,DB0-m3_o16_o48_f0_fsc.sym.5,3.942806,274.747375
2114,DB0-m3_o11_o21_f0_pcu.sym.29,0.169109,1.99387
2115,DB15-qtz_N76_E27_opt,0.166285,1.507485
2116,DB5-hypotheticalMOF_5051965_0_0_1_27_10_7,0.671155,16.273345
2117,DB0-m9_o12_o22_f0_sra.sym.96,1.741454,279.296035
2118,DB0-m2_o12_o27_f0_pcu.sym.32,0.392724,6.63446
2119,DB12-KOGJOG_clean,1.240884,162.68526
2120,DB12-WENKOR_clean,0.720156,14.65655
2121,DB15-kag_N123_E131_opt,1.433547,43.877735
2122,DB5-hypotheticalMOF_5050816_1_1_1_23_19_6,2.881412,105.03018
2123,DB0-m2_o1_o17_f0_nbo.sym.9,0.228663,4.014715
2124,DB1-Cu2O8N2-BDC_A-irmof6_A_No338,1.731196,70.01371
2125,DB12-NUNNUH_clean,1.211386,44.64701
2126,DB15-sxc_N123_E127_opt,1.7295,24.575225
2127,DB5-hypotheticalMOF_5062412_0_0_2_18_11_8,0.140482,1.50902
2128,DB0-m2_o11_o11_f0_pcu.sym.86,0.233655,4.512195
2129,DB0-m3_o11_o29_f0_pcu.sym.68,0.890106,20.481695
2130,DB0-m9_o11_o22_f0_sra.sym.37,1.679103,127.24952
2131,DB0-m2_o13_o24_f0_pcu.sym.33,0.847313,32.3645
2132,DB5-hypotheticalMOF_5072635_0_0_2_19_14_4,0.471277,6.752555
2133,DB12-RUFRIV_freeONLY,0.958609,87.88512
2134,DB0-m3_o12_o26_f0_pcu.sym.79,0.614518,26.18345
2135,DB0-m2_o12_o19_f0_pcu.sym.66,0.680737,26.355705
2136,DB12-ja512437u_si_002_freeONLY,2.127238,142.800465
2137,DB12-NAYXOC_clean,1.917124,43.2024
2138,DB12-JUSHAI_clean,3.019265,262.688015
2139,DB0-m3_o43_o22_f0_fsc.sym.43,0.500841,14.10014
2140,DB0-m2_o2_o25_f0_pcu.sym.4,0.240572,1.57582
2141,DB6-cuf_7762,0.329462,3.73873
2142,DB0-m3_o2_o23_f0_pcu.sym.80,0.289377,2.897165
2143,DB0-m2_o12_o27_f0_pcu.sym.9,0.22101,3.71289
2144,DB0-m2_o14_o23_f0_pcu.sym.80,0.394344,18.545455
2145,DB0-m2_o3_o22_f0_pcu.sym.29,0.334654,5.9972
2146,DB0-m2_o24_o26_f0_pcu.sym.18,0.314347,8.661705
2147,DB12-OFEREX_clean,1.361764,61.190845
2148,DB0-m3_o11_o24_f0_pcu.sym.10,0.527276,15.50482
2149,DB12-SONTUL_neutral_b,0.771552,38.32078
2150,DB12-POJNIM_clean,2.066013,150.65751
2151,DB5-hypotheticalMOF_33262_0_0_2_0_11_7,1.223656,58.879655
2152,DB15-kag_N108_E73_opt,0.896206,25.62387
2153,DB0-m2_o11_o22_f0_pcu.sym.31,0.44727,26.674365
2154,DB0-m2_o8_o13_f0_pcu.sym.27,0.150979,1.78288
2155,DB15-qtz-x_N65_E120_opt,3.009506,62.72721
2156,DB5-hypotheticalMOF_10549_1_1_0_6_2_9,1.649085,106.06837
2157,DB15-kag_N65_E19_opt,1.577093,30.34182
2158,DB12-VODPOU_clean,0.731757,51.597525
2159,DB5-hypotheticalMOF_5059735_1_0_2_12_24_8,0.166217,2.11812
2160,DB0-m3_o90_o22_f0_fsc.sym.35,1.629643,117.359575
2161,DB12-KABNIL_clean,1.323283,75.7695
2162,DB12-WASNIO_clean,1.033232,109.85904
2163,DB5-hypotheticalMOF_5073329_0_0_2_19_8_10,1.702603,56.726325
2164,DB12-ANAWIX_freeONLY,1.579773,137.913385
2165,DB0-m3_o24_o520_f0_fsc.sym.71,1.023888,44.614715
2166,DB0-m2_o12_o18_f0_pcu.sym.22,0.621222,23.23449
2167,DB12-HOGQIF_clean,0.14261,23.42345
2168,DB12-EKETUL_clean,0.770241,281.71026
2169,DB0-m3_o12_o29_f0_pcu.sym.52,0.630654,11.415395
2170,DB0-m3_o10_o16_f0_pcu.sym.2,2.132957,94.944555
2171,DB7-ddmof_5242,0.481673,12.22705
2172,DB0-m3_o450_o156_f0_fsc.sym.120,2.728712,90.02758
2173,DB12-FOKGET_clean,1.330731,105.73977
2174,DB12-LOBHAM_clean,5.786555,309.53987
2175,DB5-hypotheticalMOF_5066866_0_0_2_8_11_12,0.781268,71.311505
2176,DB0-m2_o16_o22_f0_pcu.sym.73,0.821449,57.07649
2177,DB0-m2_o22_o29_f0_pcu.sym.9,0.835166,21.119995
2178,DB0-m2_o6_o21_f0_pcu.sym.50,0.267205,3.31802
2179,DB0-m2_o26_o26_f0_pcu.sym.34,0.19482,2.66472
2180,DB0-m3_o11_o25_f0_pcu.sym.106,0.809687,15.80808
2181,DB0-m3_o152_o11_f0_fsc.sym.11,1.722813,74.10225
2182,DB0-m3_o24_o109_f0_fsc.sym.7,1.998562,83.72167
2183,DB5-hypotheticalMOF_5074464_2_0_2_23_10_6,0.310264,3.61643
2184,DB0-m3_o160_o149_f0_fsc.sym.4,1.723486,60.29157
2185,DB12-XEGKIF_clean,1.623311,174.01157
2186,DB15-qtz-x_N123_E8_opt,2.101981,51.85906
2187,DB0-m3_o10_o25_f0_pcu.sym.42,0.662352,19.50184
2188,DB0-m3_o11_o23_f0_pcu,0.265736,2.78461
2189,DB12-PEJRED_clean,0.49476,42.810535
2190,DB15-pcu_N144_E12_opt,0.254728,1.81336
2191,DB12-CUMDOE_clean,1.536213,57.29322
2192,DB0-m2_o12_o25_f0_pcu.sym.61,0.250072,3.43318
2193,DB12-HIFGIO_SL,0.874439,39.013965
2194,DB12-ICAQIO_freeONLY,0.28322,1.70522
2195,DB0-m2_o11_o17_f0_pcu.sym.73,0.586898,9.28777
2196,DB0-m3_o22_o25_f0_pcu.sym.14,0.534843,12.62718
2197,DB5-hypotheticalMOF_5043380_0_0_1_20_11_10,1.588513,50.334685
2198,DB15-qtz-x_N65_E37_opt,2.704225,37.04521
2199,DB12-ic801404p_si_001_freeONLY,1.329549,183.540695
2200,DB5-hypotheticalMOF_17361_0_0_1_2_9_3,0.588659,31.607865
2201,DB12-XOVPON_freeONLY,1.945214,172.770035
2202,DB5-hypotheticalMOF_5072085_1_0_2_19_10_7,0.671661,16.49147
2203,DB0-m3_o12_o16_f0_pcu.sym.99,0.884192,25.463775
2204,DB12-ECASOS_clean,0.301745,68.513145
2205,DB7-ddmof_21808,0.152337,2.106355
2206,DB7-ddmof_21793,0.199933,5.321405
2207,DB7-ddmof_23729,0.359634,11.55435
2208,DB6-cuf_130,0.514161,10.487955
2209,DB0-m3_o24_o27_f0_pcu.sym.88,0.606937,30.141
2210,DB12-AROFET_clean,2.000008,92.70543
2211,DB12-SAQQIL_clean,1.509641,39.69798
2212,DB12-UKAQED_clean,2.129599,77.299435
2213,DB12-KUVMIZ_clean,0.383348,2.98463
2214,DB12-VUNYUZ_clean,1.246296,71.861275
2215,DB12-EQUBOI_freeONLY,0.319723,31.874545
2217,DB5-hypotheticalMOF_5015003_0_0_0_3_13_13,0.476778,8.72327
2218,DB7-ddmof_2976,0.817949,41.04221
2219,DB0-m2_o12_o13_f0_pcu.sym.34,0.724767,16.4637
2220,DB5-hypotheticalMOF_7548_0_0_0_11_4_6,2.584795,121.785795
2221,DB12-EJONOH_freeONLY,0.603923,53.317595
2222,DB12-DOCKOW_freeONLY,0.840013,80.39826
2223,DB5-hypotheticalMOF_31357_0_0_2_10_7_6,1.294267,75.83269
2224,DB5-hypotheticalMOF_5066919_0_0_2_8_8_4,1.763924,317.89939
2225,DB1-Cu2O8N2-irmof20_A-irmof6_A_No63,0.263736,7.23423
2226,DB12-COWREN_clean,1.379969,250.99408
2227,DB12-BUCPEW_freeONLY,0.850959,187.691545
2228,DB0-m3_o24_o28_f0_pcu.sym.38,0.748958,32.94677
2229,DB5-hypotheticalMOF_5052921_2_0_1_27_18_5,0.166267,1.08622
2230,DB5-hypotheticalMOF_5071882_1_0_2_19_24_2,0.175946,1.600045
2232,DB5-hypotheticalMOF_5062292_3_1_2_18_11_2,0.451919,13.81394
2233,DB0-m3_o24_o115_f0_fsc.sym.11,1.006293,34.752655
2234,DB5-hypotheticalMOF_5060923_1_1_2_18_9_8,0.020844,0.60635
2235,DB5-hypotheticalMOF_5045814_0_0_1_3_18_9,0.215243,5.38607
2236,DB0-m2_o24_o28_f0_pcu.sym.2,0.601651,18.251685
2237,DB0-m3_o1_o1490_f0_fsc.sym.7,2.749312,161.41496
2238,DB0-m2_o11_o29_f0_pcu.sym.27,0.782472,19.33235
2239,DB1-Zn2O8N2-irmof8_A-TePM_No478,1.893003,93.865875
2240,DB5-hypotheticalMOF_36901_1_0_2_16_13_2,0.485361,8.381205
2241,DB0-m3_o51_o159_f0_fsc.sym.62,1.409086,51.032515
2242,DB12-VEMMEG_clean,4.073419,37.850795
2243,DB7-ddmof_22617,0.424974,2.90008
2244,DB7-ddmof_22030,0.288771,1.648935
2245,DB5-hypotheticalMOF_5063830_0_0_2_15_26_8,0.213111,2.47582
2246,DB0-m2_o24_o29_f0_pcu.sym.8,0.771619,15.45333
2247,DB12-PAKXIK_clean,1.726143,185.01197
2248,DB5-hypotheticalMOF_5078075_1_0_2_27_3_2,0.35661,5.350895
2249,DB0-m3_o530_o22_f0_fsc.sym.5,2.660772,117.52093
2250,DB0-m3_o11_o25_f0_pcu.sym.146,0.369882,7.393935
2251,DB12-YINCEF_clean,1.889311,176.452195
2252,DB0-m2_o13_o23_f0_pcu.sym.19,0.457469,7.123225
2253,DB5-hypotheticalMOF_3001042_0_0_1_34_34_14,1.646695,59.427965
2254,DB5-hypotheticalMOF_5068101_0_0_2_20_25_11,0.519791,10.16992
2255,DB12-IDAGOL_clean,0.911642,133.62778
2256,DB0-m2_o12_o20_f0_pcu.sym.83,0.217762,3.720415
2257,DB0-m2_o16_o25_f0_pcu.sym.59,0.703091,35.506165
2258,DB1-Cu2O8N2-irmof10_A-TED_A_No8,3.039395,74.25296
2259,DB0-m3_o24_o530_f0_fsc.sym.38,2.643105,120.781095
2260,DB5-hypotheticalMOF_5045582_0_0_1_3_12_7,0.414957,14.453655
2261,DB5-hypotheticalMOF_5049754_0_0_1_23_23_11,0.620477,7.62322
2262,DB12-PIZPIX02_clean,1.082167,136.51859
2263,DB1-Cu2O8N2-irmof10_A-irmof14_A_No376,0.420371,6.103075
2264,DB15-kag_N123_E92_opt,1.86036,30.055975
2265,DB0-m3_o24_o27_f0_pcu.sym.13,0.239631,6.009345
2266,DB0-m2_o10_o20_f0_pcu.sym.34,0.37952,9.97721
2267,DB1-Cu2O8N2-DPAC_A-irmof20_A_No681,0.819595,16.217585
2268,DB0-m3_o12_o15_f0_pcu.sym.15,0.560659,20.258535
2269,DB7-ddmof_21893,0.492569,10.336875
2270,DB7-ddmof_23467,0.299072,6.297715
2271,DB15-hex_N124_E32_unopt,0.190621,4.557865
2272,DB7-ddmof_21708,0.271421,1.397305
2273,DB12-LOSBOM_clean,6.178233,161.29658
2274,DB5-hypotheticalMOF_5061778_3_0_2_18_25_8,0.174128,1.144075
2275,DB13-acs-Syn035926,1.196059,69.348755
2276,DB12-FONKEA_clean,0.765283,5.28347
2277,DB7-ddmof_4072,0.338317,10.012895
2278,DB12-EPEXII_freeONLY,1.49883,154.87253
2279,DB1-Cu2O8N2-irmof16_A-irmof6_A_No133,0.554393,12.24271
2280,DB15-qtz-x_N65_E44_opt,2.473553,20.38743
2281,DB0-m3_o11_o28_f0_pcu.sym.123,0.509657,13.31487
2282,DB12-FOHSAW01_clean,0.671795,141.419855
2283,DB0-m3_o4_o5_f0_pcu.sym.19,0.779349,29.75806
