,filename,mmol/g_working_capacity,selectivity
4837,DB12-NEVVAM02_clean,1.414699,93.59162
4838,DB12-MAWVAK_clean,2.252427,82.613875
4839,DB10-dia_sym_4_mc_si__L_2,1.97779,39.17562
4840,DB7-ddmof_21170,0.993216,57.218335
4841,DB1-Cu2O8N2-DPAC_A-irmof14_A_No288,0.426745,5.423555
4842,DB12-NIKDAM_clean,2.741357,116.24704
4843,DB0-m3_o43_o158_f0_fsc.sym.44,1.406461,53.302065
4844,DB7-ddmof_23022,0.883021,41.19758
4845,DB5-hypotheticalMOF_21621_1_0_1_11_2_2,0.415777,8.67728
4846,DB0-m2_o24_o25_f0_pcu.sym.116,0.672198,19.43721
4847,DB0-m3_o8_o22_f0_pcu.sym.27,0.108714,1.742315
4848,DB12-ICIZAV_clean,0.509991,49.31858
4849,DB0-m2_o22_o25_f0_pcu.sym.44,0.50052,22.55245
4850,DB0-m3_o16_o25_f0_pcu.sym.92,0.90741,34.91461
4851,DB5-hypotheticalMOF_5074541_0_0_2_23_11_6,0.46677,11.01257
4852,DB0-m3_o8_o8_f0_pcu.sym.27,0.234895,6.427795
4853,DB12-IGUCIY_freeONLY,0.888903,206.8125
4854,DB15-pcu_N123_E201_opt,1.216908,24.101715
4855,DB12-HAKTOF_clean,2.836652,330.61943
4856,DB12-FEYQIK_clean,2.568222,88.944055
4857,DB15-qtz_N76_E40_opt,0.258129,0.83261
4858,DB0-m2_o11_o29_f0_pcu.sym.78,0.76353,17.34655
4859,DB0-m3_o6_o22_f0_pcu.sym.38,0.29283,6.780795
4860,DB12-VATXEU_clean,0.168443,13.158305
4861,DB5-hypotheticalMOF_28280_1_1_2_21_9_11,0.409791,30.63903
4862,DB12-EDEPAG_clean,1.259332,20.789025
4863,DB0-m3_o2_o20_f0_pcu.sym.13,0.209464,1.367635
4864,DB5-hypotheticalMOF_5067804_0_0_2_20_7_13,0.826525,95.18033
4865,DB0-m2_o12_o21_f0_pcu.sym.98,0.204735,3.46657
4866,DB0-m3_o12_o19_f0_pcu.sym.76,0.315341,9.4045
4867,DB12-FORPIM_freeONLY,0.682462,64.35273
4868,DB1-Cu2O8N2-fum_A-irmof20_A_No17,0.952036,46.467365
4869,DB0-m2_o16_o18_f0_pcu.sym.6,1.239579,46.011155
4870,DB5-hypotheticalMOF_25613_0_0_1_16_9_14,2.795931,88.751345
4871,DB12-HOWQAM_clean,1.863968,60.811335
4872,DB12-RUBHUS_clean,0.135585,15.838055
4873,DB12-AZEWEH_clean,0.557974,12.60599
4874,DB1-Cu2O8N2-fum_A-irmof10_A_No10,1.165709,34.538035
4875,DB5-hypotheticalMOF_5062350_1_1_2_18_11_5,0.455642,29.418915
4876,DB12-VUNYUZ_freeONLY,0.841252,164.053305
4877,DB12-BEPPAP_freeONLY,0.365326,17.81798
4878,DB12-AXUHAD_freeONLY,1.249117,58.67995
4879,DB0-m6_o10_o10_f0_bcu,0.524196,12.19136
4880,DB0-m3_o90_o12_f0_fsc.sym.11,1.564063,73.39289
4881,DB7-ddmof_21624,0.156653,3.50309
4882,DB12-TANMIH_clean,1.352122,330.06073
4883,DB0-m3_o500_o22_f0_fsc.sym.16,1.371681,211.59045
4884,DB12-WOHSOB_clean,0.435192,68.90573
4886,DB5-hypotheticalMOF_5049821_1_0_1_23_13_8,0.339259,6.570535
4887,DB5-hypotheticalMOF_6003530_0_0_3_19_14_8,2.324135,114.749865
4888,DB12-SIWTEZ_clean,2.292699,263.34325
4889,DB5-hypotheticalMOF_5077221_1_0_2_27_14_8,0.370766,8.426995
4890,DB0-m3_o10_o11_f0_pcu.sym.80,0.497016,33.663985
4891,DB12-ic502369y_si_002_clean,0.762101,94.844345
4892,DB5-hypotheticalMOF_6001335_1_1_3_18_22_6,0.571071,127.06011
4893,DB12-QAQNOO_freeONLY,1.015789,51.75264
4894,DB5-hypotheticalMOF_5042466_0_0_1_8_8_6,1.68307,199.53903
4895,DB12-DEZKAW_freeONLY,1.534333,68.641725
4896,DB0-m3_o12_o27_f0_pcu.sym.22,0.206425,4.56838
4897,DB0-m3_o22_o47_f0_fsc.sym.31,1.829886,162.8603
4898,DB0-m3_o9_o20_f0_pcu.sym.62,0.365743,3.58211
4899,DB0-m3_o14_o19_f0_pcu.sym.22,0.448582,17.414835
4900,DB5-hypotheticalMOF_5044236_0_0_1_20_8_12,1.700185,198.616815
4901,DB15-qtz-x_N65_E151_opt,2.532158,48.803005
4902,DB12-JAJLEO_clean,1.853721,30.47776
4903,DB0-m3_o24_o28_f0_pcu.sym.27,0.291236,13.80618
4904,DB0-m3_o520_o22_f0_fsc.sym.13,0.828022,36.289945
4905,DB0-m3_o160_o148_f0_fsc.sym.52,2.343139,87.981045
4906,DB5-hypotheticalMOF_12434_1_1_0_5_13_6,1.164984,114.88387
4907,DB0-m3_o16_o20_f0_pcu.sym.70,0.204191,4.970385
4908,DB0-m2_o8_o23_f0_pcu.sym.43,0.310841,3.219575
4909,DB15-kag_N65_E68_opt,0.845516,8.98233
4910,DB0-m1_o15_o24_f0_pcu,0.645177,18.83418
4911,DB5-hypotheticalMOF_5053228_0_0_1_27_8_5,0.737737,37.403105
4912,DB0-m3_o11_o23_f0_pcu.sym.25,0.174889,3.3451
4913,DB0-m2_o13_o24_f0_pcu.sym.3,1.073948,39.93503
4914,DB12-WABTOK_clean,1.546533,220.008515
4915,DB0-m3_o146_o22_f0_fsc.sym.65,1.963587,82.697145
4916,DB12-CEHLAD_clean,1.779378,61.47409
4917,DB5-hypotheticalMOF_5040295_0_0_1_15_14_6,0.599058,8.652805
4918,DB0-m3_o24_o470_f0_fsc.sym.76,2.492866,155.9159
4919,DB12-FEBPUY_freeONLY,2.44873,297.39247
4920,DB0-m2_o14_o16_f0_pcu.sym.46,1.88831,75.20131
4921,DB12-HOFMAS_freeONLY,0.271028,9.70268
4922,DB5-hypotheticalMOF_5037258_1_1_1_18_11_4,2.091447,120.11172
4923,DB5-hypotheticalMOF_33220_0_0_2_0_10_10,1.562187,83.30358
4924,DB0-m9_o20_o22_f0_sra.sym.44,0.670275,23.899575
4925,DB0-m3_o16_o24_f0_pcu.sym.96,0.787586,28.103355
4926,DB0-m2_o11_o11_f0_pcu.sym.42,0.21815,2.970625
4927,DB5-hypotheticalMOF_35519_0_0_2_14_26_6,0.570372,7.845695
4928,DB0-m3_o14_o23_f0_pcu.sym.4,0.814801,25.93277
4929,DB12-VAHJIA_clean,2.439749,203.86428
4930,DB0-m3_o115_o22_f0_fsc.sym.31,1.529495,51.737
4931,DB0-m3_o22_o47_f0_fsc.sym.71,2.624919,164.421185
4932,DB12-WARFAZ_clean,1.518859,165.715575
4933,DB1-Zn2O8N2-irmof6_A-irmof8_A_No134,0.848058,38.56801
4934,DB12-FORQAF_clean,3.373457,62.9386
4935,DB12-KULLAG_freeONLY,0.542404,31.651125
4936,DB12-VANHEA_clean,1.687125,61.027975
4937,DB7-ddmof_15828,0.467893,4.58519
4938,DB5-hypotheticalMOF_28222_1_0_2_21_9_2,0.204567,1.717255
4939,DB12-S2052520616005515_bm5080sup1_freeONLY,2.098519,97.41841
4940,DB0-m2_o3_o16_f0_pcu.sym.30,0.26789,2.378755
4941,DB0-m3_o16_o25_f0_pcu.sym.49,0.556221,16.23475
4942,DB12-NOHSUA_freeONLY,1.292408,57.877635
4943,DB0-m3_o1_o20_f0_pcu.sym.7,0.264325,4.22135
4944,DB12-KAJZIH_clean,1.020762,101.9577
4945,DB12-ETECOX_clean,1.416151,56.657275
4946,DB12-MAKSUO_clean,0.0006,2.397665
4947,DB0-m3_o10_o16_f0_pcu.sym.31,1.967257,101.25604
4948,DB5-hypotheticalMOF_5041820_0_0_1_8_11_4,0.789507,35.0689
4949,DB12-NORJEL_clean,0.823211,115.322685
4950,DB12-ALIXOJ_clean,1.966181,75.30251
4951,DB12-ICAGOK_clean,0.868835,39.701345
4952,DB12-SODZIV_freeONLY,1.826713,209.04729
4953,DB12-WIHWAN_freeONLY,0.679207,32.955445
4954,DB0-m3_o12_o25_f0_pcu.sym.31,0.544553,14.48814
4955,DB5-hypotheticalMOF_5004637_1_1_0_18_11_8,0.432336,13.240725
4956,DB7-ddmof_16491,0.241596,6.46543
4957,DB0-m3_o12_o28_f0_pcu.sym.6,0.32585,6.76074
4958,DB0-m2_o7_o18_f0_pcu.sym.27,0.224135,2.03857
4959,DB7-ddmof_16937,0.166634,6.33442
4960,DB0-m3_o10_o21_f0_pcu.sym.60,0.476702,14.92036
4961,DB12-IYAZAL_freeONLY,1.112536,257.882415
4962,DB0-m3_o24_o1530_f0_fsc.sym.9,1.52922,77.985305
4963,DB0-m2_o10_o10_f0_pcu.sym.10,0.507628,49.561725
4964,DB6-cuf_1304,0.861994,23.897725
4965,DB0-m2_o8_o24_f0_pcu.sym.29,0.084599,1.748705
4966,DB0-m2_o8_o22_f0_pcu.sym.103,0.317733,5.188185
4967,DB15-pcu_N144_E10_opt,0.297614,1.90408
4968,DB0-m3_o156_o1510_f0_fsc.sym.90,1.684267,78.12619
4969,DB5-hypotheticalMOF_5046209_1_1_1_19_9_6,2.524359,160.503885
4970,DB0-m2_o7_o21_f0_pcu.sym.131,0.167761,1.508675
4971,DB0-m3_o12_o28_f0_pcu.sym.49,0.811359,35.55133
4972,DB0-m18_o22_o26_f0_pcu,0.265697,4.93612
4973,DB0-m9_o11_o24_f0_sra.sym.46,1.635099,94.083005
4974,DB5-hypotheticalMOF_5044562_0_0_1_3_7_7,1.975139,133.82998
4975,DB12-MODJOG_clean,2.245054,269.721665
4976,DB0-m3_o18_o1530_f0_fsc.sym.17,2.09449,81.05467
4977,DB1-Zn2O8N2-fum_A-irmof20_A_No40,1.041132,77.622085
4978,DB5-hypotheticalMOF_5063616_1_0_2_15_9_8,0.322349,5.32646
4979,DB12-UZAROE_clean,0.267937,6.322455
4980,DB5-hypotheticalMOF_5053585_1_0_1_27_19_8,0.245171,2.64506
4981,DB0-m3_o12_o29_f0_pcu.sym.96,0.385872,5.752565
4982,DB0-m3_o11_o15_f0_pcu.sym.8,1.121435,43.745715
4983,DB0-m3_o2_o21_f0_pcu.sym.17,0.237878,3.82791
4984,DB7-ddmof_5907,0.168379,2.42157
4985,DB0-m3_o1490_o155_f0_fsc.sym.15,1.978433,74.12531
4986,DB0-m2_o3_o21_f0_pcu.sym.3,0.207035,2.051435
4987,DB0-m3_o8_o22_f0_pcu.sym.67,0.144921,2.7791
4988,DB0-m3_o510_o22_f0_fsc.sym.29,1.979607,139.191595
4989,DB7-ddmof_21717,0.2314,2.70232
4990,DB5-hypotheticalMOF_24288_0_0_1_6_11_12,3.398007,279.485515
4991,DB0-m2_o14_o14_f0_pcu.sym.15,1.549752,68.02328
4992,DB5-hypotheticalMOF_5000511_0_0_0_12_7_13,0.316009,4.780465
4993,DB1-Zn2O8N2-ADC_A-DPAC_A_No1271,0.369166,4.32128
4994,DB12-EWUKEO_freeONLY,0.469031,88.807625
4995,DB12-MIYGIL_clean,0.196014,3.46011
4996,DB0-m2_o22_o26_f0_pcu.sym.13,0.48564,13.23852
4997,DB0-m3_o10_o29_f0_pcu.sym.21,2.62458,99.2656
4998,DB12-LORMOW_clean,1.202028,245.354905
4999,DB12-YOKKIU_clean,2.135694,278.855815
5000,DB0-m2_o22_o139_f0_fsc,2.492856,108.918735
5001,DB0-m3_o160_o149_f0_fsc.sym.40,1.698711,57.616185
5002,DB12-HAJMEL_freeONLY,0.708832,161.070215
5003,DB5-hypotheticalMOF_32834_0_0_2_0_26_7,1.166921,39.995675
5004,DB12-TORJAN_freeONLY,1.65883,116.02175
5005,DB5-hypotheticalMOF_5039783_0_0_1_15_11_13,0.490171,8.471795
5006,DB0-m3_o10_o27_f0_pcu.sym.18,0.768692,32.209085
5007,DB15-sxc_N65_E180_opt,2.825789,58.41212
5008,DB0-m2_o11_o25_f0_pcu.sym.52,0.598858,14.612605
5009,DB7-ddmof_21494,0.246106,1.08317
5010,DB0-m9_o1_o22_f0_sra.sym.39,1.737158,243.77041
5011,DB12-CUIMDZ01_clean_h,0.490821,174.83208
5012,DB12-WUZDOL_clean,0.486736,56.55242
5013,DB12-SUFROA_clean,1.434846,61.66878
5014,DB7-ddmof_23860,0.504739,23.1084
5015,DB0-m3_o450_o22_f0_fsc.sym.16,1.584031,90.42127
5016,DB15-pcu_N123_E4_opt,0.865357,6.88429
5017,DB0-m2_o20_o22_f0_pcu.sym.14,0.170581,2.334955
5018,DB7-ddmof_21741,0.372217,14.087805
5019,DB0-m3_o2_o22_f0_pcu.sym.56,0.441561,10.76176
5020,DB5-hypotheticalMOF_5065447_1_0_2_16_16_8,0.508466,9.442685
5021,DB0-m3_o8_o21_f0_pcu.sym.26,0.178231,1.352595
5022,DB5-hypotheticalMOF_5050809_2_1_1_23_19_6,1.297037,52.97046
5024,DB7-ddmof_5105,0.162478,1.94227
5025,DB0-m3_o8_o22_f0_pcu.sym.31,0.13039,1.77699
5026,DB0-m3_o12_o18_f0_pcu.sym.24,0.507062,13.84672
5027,DB0-m3_o11_o17_f0_pcu.sym.35,0.934711,30.304325
5028,DB5-hypotheticalMOF_5050675_0_0_1_23_3_12,3.792218,351.761515
5029,DB12-GAJZEY_freeONLY,0.903582,55.837315
5030,DB12-ODOMIF_clean,4.05954,228.68941
5031,DB0-m18_o25_o144_f0_fsc,0.511798,7.40074
5032,DB0-m2_o12_o21_f0_pcu.sym.15,0.395047,8.65922
5033,DB5-hypotheticalMOF_15441_1_1_0_22_9_4,3.354318,187.28597
5034,DB0-m3_o16_o152_f0_fsc.sym.20,3.36956,177.580615
5035,DB15-bsn_N47_E27_opt,0.353871,8.101035
5036,DB1-Zn2O8N2-AZO_A-irmof6_A_No463,0.709304,19.048035
5037,DB5-hypotheticalMOF_5015566_2_0_0_3_12_8,0.168885,1.665135
5038,DB5-hypotheticalMOF_5004249_1_1_0_18_1_8,1.003885,60.712605
5039,DB12-JOVDON_clean,0.676562,4.2646
5040,DB15-pcu_N65_E136_opt,1.081024,17.881645
5041,DB15-pcu_N123_E155_opt,0.613401,15.844415
5042,DB0-m2_o12_o21_f0_pcu.sym.103,0.325501,4.534925
5043,DB0-m1_o22_rob,0.734741,38.71596
5044,DB0-m3_o12_o15_f0_pcu.sym.3,0.89941,35.97423
5045,DB12-MAPFIS_clean,3.517127,132.322445
5046,DB7-ddmof_177,0.32189,19.42349
5047,DB12-YOPQEB_clean,0.16189,108.993755
5049,DB12-SOZRUW_clean,2.274821,272.747785
5050,DB12-ICOWON_clean,2.515069,91.44302
5051,DB5-hypotheticalMOF_5043705_0_0_1_20_14_8,0.95808,27.306505
5052,DB0-m3_o10_o21_f0_pcu.sym.36,0.800116,27.272715
5053,DB5-hypotheticalMOF_5063604_0_0_2_15_9_11,0.394563,5.193165
5054,DB0-m3_o16_o21_f0_pcu.sym.100,0.322428,4.230775
5055,DB0-m2_o16_o20_f0_pcu.sym.29,0.524964,13.51249
5056,DB5-hypotheticalMOF_5043319_0_0_1_20_10_5,0.553793,12.568825
5058,DB12-ORUKOD_clean,0.565504,145.25876
5059,DB12-AHUTIH01_clean,0.4826,16.44626
5060,DB12-HEHCOO_freeONLY,0.468571,32.977885
5061,DB0-m2_o1_o26_f0_pcu.sym.71,1.425594,62.06914
5062,DB5-hypotheticalMOF_3002063_1_0_2_34_34_2,0.189612,3.441495
5063,DB0-m3_o440_o18_f0_fsc.sym.40,2.581214,115.058575
5064,DB12-MUWQEB_clean,0.469523,17.087775
5065,DB1-Zn2O8-fum_A-irmof20_A_No142,7.928258,336.277145
5066,DB12-LORROB_clean,1.375491,116.594455
5067,DB12-SETFUT_clean,0.415448,218.1401
5068,DB0-m3_o12_o24_f0_pcu.sym.23,0.324926,15.1377
5069,DB0-m3_o48_o13_f0_fsc.sym.44,2.397267,155.23556
5070,DB15-qzd_N87_E158_opt,1.014622,99.10002
5071,DB12-SUVZUG_clean,1.272579,173.49103
5072,DB5-hypotheticalMOF_5066835_0_0_2_8_11_0,0.626612,24.320195
5073,DB13-cds-Syn023297,1.465841,78.85413
5074,DB15-pcu_N144_E181_opt,0.8236,9.312445
5075,DB0-m3_o10_o27_f0_pcu.sym.83,0.771717,28.792125
5076,DB0-m2_o11_o22_f0_pcu.sym.38,0.582191,27.467445
5077,DB0-m3_o1510_o22_f0_fsc.sym.11,0.57488,20.718425
5078,DB5-hypotheticalMOF_5075287_1_1_2_23_15_6,1.517088,53.220945
5079,DB1-Zn2O8N2-AZO_A-TED_A_No19,0.167302,1.557235
5080,DB12-DOHYIJ01_freeONLY,0.654335,124.0837
5081,DB0-m2_o12_o21_f0_pcu.sym.7,0.177162,2.817935
5082,DB0-m3_o96_o11_f0_fsc.sym.44,2.076632,63.75561
5083,DB5-hypotheticalMOF_5007141_0_0_0_15_4_5,0.509599,8.39898
5084,DB0-m18_o15_o139_f0_fsc,3.04419,111.315095
5085,DB12-CUWZIF_clean,1.951445,50.61542
5086,DB0-m3_o22_o47_f0_fsc.sym.27,2.034989,147.00063
5087,DB12-SAYKIO_clean,0.466462,130.97115
5088,DB12-NAVJAW01_clean,1.051201,39.824485
5089,DB12-PEZCII_clean,1.325592,66.28804
5090,DB5-hypotheticalMOF_3001982_1_0_2_34_35_7,0.303919,5.69095
5091,DB5-hypotheticalMOF_1001872_0_0_3_0_21_2,1.224921,55.038275
5092,DB12-FAGREM_clean,2.024955,102.258575
5093,DB0-m2_o24_o77_f0_fsc,2.632371,117.385895
5094,DB12-DIMKUH_clean,0.196596,53.300345
5095,DB0-m3_o11_o27_f0_pcu.sym.95,0.65291,20.70794
5096,DB12-UXAXEY_clean,2.556379,160.489255
5097,DB0-m2_o12_o28_f0_pcu.sym.10,0.483957,17.85987
5098,DB5-hypotheticalMOF_5047004_2_1_1_19_24_4,1.285088,46.17463
5099,DB5-hypotheticalMOF_5045937_0_0_1_3_15_14,0.37528,4.7494
5100,DB0-m3_o150_o23_f0_fsc.sym.128,0.894202,17.35559
5101,DB5-hypotheticalMOF_5060622_0_0_2_12_14_10,0.33731,6.43839
5102,DB5-hypotheticalMOF_5059647_1_1_2_12_24_2,1.243887,54.605415
5103,DB12-HEGJUZ_clean,1.931192,131.135135
5104,DB12-IPIJEY_freeONLY,1.635097,148.93041
5105,DB0-m3_o16_o20_f0_pcu.sym.109,0.401407,4.888215
5106,DB0-m3_o43_o14_f0_fsc.sym.9,2.613616,153.77344
5107,DB14-awasau_P1_H,0.52062,105.111615
5108,DB0-m3_o540_o22_f0_fsc.sym.11,1.203602,66.919935
5109,DB0-m3_o11_o12_f0_pcu.sym.97,0.508358,13.96886
5110,DB0-m3_o24_o50_f0_fsc.sym.10,2.244633,168.689305
5111,DB5-hypotheticalMOF_5072208_1_1_2_19_11_6,1.065547,69.914775
5112,DB12-FIFNUE_clean,4.014813,210.251995
5113,DB0-m3_o96_o22_f0_fsc.sym.68,2.210179,85.243145
5114,DB0-m3_o7_o24_f0_pcu.sym.16,0.120941,3.65785
5115,DB7-ddmof_4687,0.239985,6.12567
5116,DB1-Zn2O8N2-irmof20_A-pmof1_A_No6,0.380408,10.454715
5117,DB0-m3_o114_o22_f0_fsc.sym.6,2.25703,197.87885
5118,DB0-m3_o12_o20_f0_pcu.sym.85,0.171898,2.41777
5119,DB12-ZERQOE_clean,0.400659,327.77997
5120,DB0-m3_o11_o12_f0_pcu.sym.114,0.526413,14.741975
5121,DB0-m3_o28_o86_f0_fsc,1.233938,41.152125
5122,DB12-VAQLAC_clean,0.034244,0.989325
5123,DB0-m2_o11_o19_f0_pcu.sym.15,0.174437,3.521315
5124,DB12-ELIJOZ_clean,1.161945,267.7689
5125,DB12-HICVOG_clean,2.693215,221.291015
5126,DB5-hypotheticalMOF_5044393_0_0_1_3_9_14,0.147204,8.611205
5127,DB0-m3_o1_o27_f0_pcu.sym.15,0.321378,6.94351
5128,DB0-m3_o24_o52_f0_fsc.sym.98,0.748399,30.20633
5129,DB12-TAKGUK_clean,0.755713,45.58433
5130,DB12-RULVUP_clean,1.863765,160.81823
5131,DB6-cuf_8268,0.350241,4.104865
5132,DB15-rob_N139_E186_opt,2.419357,245.31535
5133,DB0-m3_o152_o22_f0_fsc.sym.74,2.800989,150.12188
5134,DB0-m3_o24_o96_f0_fsc.sym.12,1.492565,49.38276
5135,DB0-m2_o24_o27_f0_pcu.sym.15,0.248417,4.69598
5136,DB0-m3_o96_o12_f0_fsc.sym.13,1.210789,32.36789
5137,DB0-m3_o10_o16_f0_pcu.sym.27,1.997404,98.178435
5138,DB12-OZAVUI_clean,2.709788,135.008025
5139,DB15-bcu_N69_E27_unopt,2.322665,67.456865
5140,DB0-m3_o12_o23_f0_pcu.sym.92,0.949888,42.323485
5141,DB7-ddmof_23107,0.33413,12.70235
5142,DB0-m2_o12_o15_f0_pcu.sym.13,0.959646,58.04394
5143,DB5-hypotheticalMOF_5052090_1_0_1_27_11_6,0.523237,16.82664
5144,DB15-pcu_N139_E50_opt,3.004807,202.324835
5145,DB12-VEQBID_clean,2.399843,324.35678
5146,DB12-QUQFOY_clean,3.725366,118.656705
5147,DB14-wopsol_P1_H,0.304447,26.07087
5148,DB6-cuf_10095,0.631414,15.06855
5149,DB5-hypotheticalMOF_5062059_1_1_2_18_1_6,0.274427,18.51096
5150,DB15-pcu_N65_E120_opt,2.917505,83.30497
5151,DB12-KUFVIS_clean,2.813494,281.32653
5152,DB0-m2_o12_o28_f0_pcu.sym.50,0.923161,36.458605
5153,DB0-m2_o13_o14_f0_pcu.sym.2,0.893169,33.111925
5154,DB0-m3_o13_o24_f0_pcu.sym.75,0.571295,45.631945
5155,DB0-m2_o13_o23_f0_pcu.sym.10,0.479511,9.106685
5156,DB0-m3_o12_o23_f0_pcu.sym.163,0.998644,49.229455
5157,DB0-m3_o24_o115_f0_fsc.sym.18,1.390811,52.126435
5158,DB0-m3_o22_o23_f0_pcu.sym.33,0.545317,11.197
5159,DB1-Cu2O8N2-BDC_A-irmof6_A_No202,1.678285,74.94995
5160,DB12-QUMYUT_clean,0.571148,51.425955
5161,DB0-m2_o11_o27_f0_pcu.sym.41,0.299826,7.20546
5162,DB0-m3_o11_o20_f0_pcu.sym.24,0.176558,1.902975
5163,DB12-YAZWOM_freeONLY,0.387065,19.27004
5164,DB5-hypotheticalMOF_5072135_1_0_2_19_10_8,0.496654,10.631765
5165,DB15-kag_N47_E44_opt,0.21721,2.71488
5166,DB12-XUWTAK_clean,0.078372,151.144975
5167,DB0-m3_o22_o25_f0_pcu.sym.86,0.537759,28.16469
5168,DB0-m2_o2_o13_f0_pcu.sym.92,0.631799,15.03584
5169,DB12-CETGOY_clean,0.537545,21.793855
5170,DB5-hypotheticalMOF_5063825_1_0_2_15_26_8,0.239548,2.729365
5171,DB0-m3_o22_o58_dme,0.230747,3.31517
5172,DB0-m3_o8_o8_f0_pcu.sym.71,0.325013,4.52809
5173,DB5-hypotheticalMOF_5076808_1_0_2_27_11_10,2.151985,68.527475
5174,DB12-UQOYOP_clean,2.821901,221.54284
5175,DB15-pcu_N123_E36_opt,0.232001,2.13467
5176,DB7-ddmof_21701,0.343769,13.53689
5177,DB0-m15_o24_o146_f0_fsc,1.586549,54.779875
5178,DB0-m3_o11_o25_f0_pcu.sym.9,0.284071,7.172915
5179,DB12-KOMCOG_freeONLY,1.310139,54.50314
5180,DB12-WOTSEF_freeONLY,2.943584,216.60122
5181,DB0-m3_o96_o11_f0_fsc.sym.9,1.414569,39.404695
5182,DB12-UYAQAN_freeONLY,0.82524,69.07365
5183,DB5-hypotheticalMOF_28128_0_0_2_2_26_6,0.43784,5.361415
5184,DB12-COWMOR_clean,2.907828,54.8341
5185,DB0-m3_o11_o24_f0_pcu.sym.3,0.529672,11.71439
5186,DB0-m3_o11_o14_f0_pcu.sym.62,0.549119,33.84895
5187,DB15-sxc_N65_E166_opt,2.609018,52.387165
5188,DB1-Cu2O8N2-irmof20_A-irmof7_A_No393,2.0718,89.47189
5189,DB12-LUBNAZ_clean,0.98399,51.13611
5190,DB15-pcu_N123_E130_opt,1.695286,33.965955
5192,DB0-m3_o8_o23_f0_pcu.sym.113,0.440676,4.11705
5193,DB0-m3_o12_o13_f0_pcu.sym.32,0.797077,24.310465
5194,DB0-m2_o14_o24_f0_pcu.sym.38,1.171035,65.76763
5195,DB0-m3_o10_o21_f0_pcu.sym.76,1.375191,63.46556
5196,DB5-hypotheticalMOF_3629_1_1_0_24_2_10,1.986486,121.15759
5197,DB12-WODROY_clean,1.150957,173.48963
5198,DB15-qzd_N87_E18_opt,1.836633,129.2945
5199,DB6-cuf_1535,0.635426,14.908725
5200,DB15-pcu_N108_E125_unopt,0.508158,5.530555
5201,DB0-m3_o10_o25_f0_pcu.sym.90,1.144955,36.80362
5202,DB5-hypotheticalMOF_5037617_1_1_1_18_13_2,0.81861,31.971935
5203,DB0-m2_o10_o13_f0_pcu.sym.11,2.081868,86.986735
5204,DB7-ddmof_20225,0.335741,5.449215
5205,DB5-hypotheticalMOF_5070122_0_0_2_3_11_3,0.608458,42.301105
5206,DB12-TEQVAO_manual,2.175988,149.98386
5207,DB15-pcu_N139_E225_opt,0.376341,4.89069
5208,DB13-cds-Syn036446,0.967536,20.4324
5209,DB12-ODAJAG_freeONLY,0.202206,33.674845
5210,DB0-m3_o24_o146_f0_fsc.sym.22,0.67937,37.157025
5211,DB12-LADWAR_clean,0.902716,53.63852
5212,DB0-m2_o1_o23_f0_nbo.sym.88,0.116945,1.3572
5213,DB12-EMAMUC_freeONLY,0.151943,8.294355
5214,DB13-nbo-Syn028480,0.326332,17.75302
5215,DB0-m3_o24_o148_f0_fsc.sym.56,1.862923,142.61987
5216,DB0-m3_o3_o23_f0_pcu.sym.2,0.192394,2.134175
5217,DB0-m2_o11_o20_f0_pcu.sym.30,0.16913,2.11407
5218,DB0-m2_o16_o24_f0_pcu.sym.94,1.415439,60.526745
5219,DB0-m2_o22_o23_f0_pcu.sym.27,0.860164,46.764545
5220,DB7-ddmof_22151,0.186858,4.463015
5221,DB5-hypotheticalMOF_5040102_1_0_1_15_13_9,0.433356,6.58941
5222,DB5-hypotheticalMOF_1002814_0_0_3_0_0_0,0.876811,84.63054
5223,DB0-m3_o11_o24_f0_pcu.sym.42,0.999986,49.181955
5224,DB0-m3_o1_o27_f0_pcu.sym.7,0.640185,14.814165
5225,DB0-m2_o24_o28_f0_pcu.sym.25,0.640407,20.645585
5226,DB0-m3_o22_o27_f0_pcu.sym.55,0.340949,10.99245
5227,DB0-m2_o16_o20_f0_pcu.sym.72,0.810358,26.965435
5228,DB0-m3_o3_o17_f0_pcu.sym.19,0.198119,2.012215
5229,DB5-hypotheticalMOF_5043543_1_0_1_20_13_5,0.42778,7.04817
5230,DB12-LEYREO_freeONLY,0.612529,62.38228
5231,DB0-m2_o14_o24_f0_pcu.sym.23,1.199235,61.654915
5232,DB0-m3_o11_o13_f0_pcu.sym.88,0.486399,10.27127
5233,DB0-m3_o11_o23_f0_pcu.sym.142,0.503142,11.071475
5234,DB5-hypotheticalMOF_5061754_1_0_2_18_25_6,0.143735,1.07681
5235,DB0-m3_o16_o19_f0_pcu.sym.43,0.437209,7.64598
5236,DB0-m2_o10_o20_f0_pcu.sym.26,2.091662,120.44856
5237,DB5-hypotheticalMOF_24235_0_0_1_6_10_7,2.404044,81.335135
5238,DB0-m18_o4_o20_f0_pcu,0.145228,1.67289
5239,DB0-m3_o14_o22_f0_pcu.sym.99,1.779169,97.21463
5240,DB5-hypotheticalMOF_5060647_0_0_2_12_14_9,0.675915,29.370505
5241,DB7-ddmof_23648,0.221215,0.88617
5242,DB0-m3_o13_o24_f0_pcu.sym.118,1.536634,80.71872
5243,DB0-m2_o12_o24_f0_pcu.sym.77,0.962019,48.22977
5244,DB15-qzd_N87_E51_opt,0.258169,32.11844
